region_code,aip_cycle,from_fix,to_fix,airway,route_id,route_code,leg_sequence
CN,2605,FKG,LIKMI,W188,CN-2605-SARIN-ZUTF-02,SARIN-ZUTF-02,2
CN,2605,FKG,LIKMI,W188,CN-2605-SARIN-ZUUU-02,SARIN-ZUUU-02,2
CN,2605,FKG,LIKMI,W188,CN-2605-SGM-TAMOT,SGM-TAMOT,2
CN,2605,FKG,LIKMI,W188,CN-2605-SGM-VHHH,SGM-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SGMN-TAMOT,SGMN-TAMOT,2
CN,2605,FKG,LIKMI,W188,CN-2605-SGMN-VHHH,SGMN-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRK-AGAVO,SRK-AGAVO,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRK-AGAVO,SRK-AGAVO,14
CN,2605,FKG,LIKMI,W188,CN-2605-SRK-AGAVO,SRK-AGAVO,26
CN,2605,FKG,LIKMI,W188,CN-2605-SRKL-L888-VHHH,SRKL-L888-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRKL-VHHH,SRKL-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRKL-Y1-VHHH,SRKL-Y1-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRL-L888-VHHH,SRL-L888-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRL-TAMOT,SRL-TAMOT,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRL-TAMOT,SRL-TAMOT,11
CN,2605,FKG,LIKMI,W188,CN-2605-SRL-VHHH,SRL-VHHH,2
CN,2605,FKG,LIKMI,W188,CN-2605-SRL-Y1-VHHH,SRL-Y1-VHHH,2
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470-SGM,BEKOL-G470-SGM,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470-SGMN,BEKOL-G470-SGMN,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,25
CN,2605,FKG,NIRAV,G588,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,25
CN,2605,FKG,NIRAV,G588,CN-2605-PURPA-GOPTO,PURPA-GOPTO,2
CN,2605,FKG,NIRAV,G588,CN-2605-TEBAK-GOPTO,TEBAK-GOPTO,11
CN,2605,FKG,NIRAV,G588,CN-2605-ZGSZ-GOPTO-01,ZGSZ-GOPTO-01,11
CN,2605,FKG,NIRAV,G588,CN-2605-ZUUU-GOPTO-01,ZUUU-GOPTO-01,7
CN,2605,FKG,SARIN,A368,CN-2605-AGAVO-B339-SARIN,AGAVO-B339-SARIN,11
CN,2605,FKG,SARIN,A368,CN-2605-AGAVO-B339-SRK,AGAVO-B339-SRK,12
CN,2605,FKG,SARIN,A368,CN-2605-AGAVO-SARIN,AGAVO-SARIN,11
CN,2605,FKG,SARIN,A368,CN-2605-AGAVO-W104-SARIN,AGAVO-W104-SARIN,14
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SARIN,BEKOL-G470-SARIN,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SGM,BEKOL-G470-SGM,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SGMN,BEKOL-G470-SGMN,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SM,BEKOL-G470-SM,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SRK,BEKOL-G470-SRK,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SRKL,BEKOL-G470-SRKL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470-SRL,BEKOL-G470-SRL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/L888-SRK,BEKOL-G470/L888-SRK,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/L888-SRKL,BEKOL-G470/L888-SRKL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/L888-SRL,BEKOL-G470/L888-SRL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/Y1-SRKL,BEKOL-G470/Y1-SRKL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-G470/Y1-SRL,BEKOL-G470/Y1-SRL,12
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-SARIN,BEKOL-SARIN,10
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-SGM,BEKOL-SGM,10
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-SGMN,BEKOL-SGMN,10
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-SRKL,BEKOL-SRKL,10
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-SRL,BEKOL-SRL,10
CN,2605,FKG,SARIN,A368,CN-2605-BEKOL-Y1-SRK,BEKOL-Y1-SRK,12
CN,2605,FKG,SARIN,A368,CN-2605-LINSO-SARIN,LINSO-SARIN,9
CN,2605,FKG,SARIN,A368,CN-2605-SAGAG-G470-SARIN,SAGAG-G470-SARIN,9
CN,2605,FKG,SARIN,A368,CN-2605-SAGAG-SARIN,SAGAG-SARIN,7
CN,2605,FKG,SARIN,A368,CN-2605-SIKOU-SARIN,SIKOU-SARIN,10
CN,2605,FKG,SARIN,A368,CN-2605-TEBAK-SARIN,TEBAK-SARIN,11
CN,2605,FKG,SARIN,A368,CN-2605-TEBUS-SARIN,TEBUS-SARIN,2
CN,2605,FKG,SARIN,A368,CN-2605-ZBAA-SARIN-01,ZBAA-SARIN-01,6
CN,2605,FKG,SARIN,A368,CN-2605-ZBAD-SARIN-01,ZBAD-SARIN-01,6
CN,2605,FKG,SARIN,A368,CN-2605-ZBHH-SARIN-01,ZBHH-SARIN-01,4
CN,2605,FKG,SARIN,A368,CN-2605-ZBTJ-SARIN-01,ZBTJ-SARIN-01,6
CN,2605,FKG,SARIN,A368,CN-2605-ZGGG-SARIN-01,ZGGG-SARIN-01,10
CN,2605,FKG,SARIN,A368,CN-2605-ZGGG-SARIN-02,ZGGG-SARIN-02,8
CN,2605,FKG,SARIN,A368,CN-2605-ZGSZ-SARIN-01,ZGSZ-SARIN-01,11
CN,2605,FKG,SARIN,A368,CN-2605-ZGSZ-SARIN-02,ZGSZ-SARIN-02,11
CN,2605,FKG,SARIN,A368,CN-2605-ZGSZ-SARIN-03,ZGSZ-SARIN-03,9
CN,2605,FKG,SARIN,A368,CN-2605-ZHCC-SARIN-01,ZHCC-SARIN-01,5
CN,2605,FKG,SARIN,A368,CN-2605-ZHHH-SARIN-01,ZHHH-SARIN-01,6
CN,2605,FKG,SARIN,A368,CN-2605-ZJHK-SARIN-01,ZJHK-SARIN-01,10
CN,2605,FKG,SARIN,A368,CN-2605-ZJSY-SARIN-01,ZJSY-SARIN-01,12
CN,2605,FKG,SARIN,A368,CN-2605-ZJSY-SARIN-02,ZJSY-SARIN-02,14
CN,2605,FKG,SARIN,A368,CN-2605-ZLIC-SARIN-01,ZLIC-SARIN-01,5
CN,2605,FKG,SARIN,A368,CN-2605-ZLLL-SARIN-01,ZLLL-SARIN-01,4
CN,2605,FKG,SARIN,A368,CN-2605-ZLXY-SARIN-01,ZLXY-SARIN-01,8
CN,2605,FKG,SARIN,A368,CN-2605-ZLXY-SARIN-02,ZLXY-SARIN-02,8
CN,2605,FKG,SARIN,A368,CN-2605-ZPPP-SARIN-01,ZPPP-SARIN-01,8
CN,2605,FKG,SARIN,A368,CN-2605-ZPPP-SARIN-02,ZPPP-SARIN-02,6
CN,2605,FKG,SARIN,A368,CN-2605-ZSCN-SARIN-01,ZSCN-SARIN-01,8
CN,2605,FKG,SARIN,A368,CN-2605-ZSHC-SARIN-01,ZSHC-SARIN-01,8
CN,2605,FKG,SARIN,A368,CN-2605-ZSNJ-SARIN-01,ZSNJ-SARIN-01,9
CN,2605,FKG,SARIN,A368,CN-2605-ZSPD-SARIN-01,ZSPD-SARIN-01,10
CN,2605,FKG,SARIN,A368,CN-2605-ZSSS-SARIN-01,ZSSS-SARIN-01,10
CN,2605,FKG,SARIN,A368,CN-2605-ZSYT-SARIN-01,ZSYT-SARIN-01,9
CN,2605,FKG,SARIN,A368,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,8
CN,2605,FKG,SARIN,A368,CN-2605-ZUCK-SARIN-02,ZUCK-SARIN-02,6
CN,2605,FKG,SARIN,A368,CN-2605-ZUGY-SARIN-01,ZUGY-SARIN-01,5
CN,2605,FKG,SARIN,A368,CN-2605-ZUGY-SARIN-02,ZUGY-SARIN-02,7
CN,2605,FKG,SARIN,A368,CN-2605-ZUTF-SARIN-01,ZUTF-SARIN-01,7
CN,2605,FKG,SARIN,A368,CN-2605-ZUTF-SARIN-02,ZUTF-SARIN-02,5
CN,2605,FKG,SARIN,A368,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,7
CN,2605,FKG,SARIN,A368,CN-2605-ZUUU-SARIN-02,ZUUU-SARIN-02,5
CN,2605,FKG,TEBUS,G588,CN-2605-RULAD-TEBUS,RULAD-TEBUS,3
CN,2605,FKG,TEBUS,G588,CN-2605-SARIN-TEBUS,SARIN-TEBUS,2
CN,2605,FKG,WUR,B215,CN-2605-GOPTO-ZWWW-01,GOPTO-ZWWW-01,4
CN,2605,FKG,WUR,B215,CN-2605-MORIT-ZWWW-01,MORIT-ZWWW-01,5
CN,2605,FKG,WUR,B215,CN-2605-SAGAG-ZWWW-01,SAGAG-ZWWW-01,8
CN,2605,FKG,WUR,B215,CN-2605-SAGAG-ZWWW-02,SAGAG-ZWWW-02,9
CN,2605,FKG,WUR,B215,CN-2605-SARIN-ZWWW-01,SARIN-ZWWW-01,2
CN,2605,FKG,WUR,B215,CN-2605-TEBUS-ZWWW-01,TEBUS-ZWWW-01,2
CN,2605,FKG,WUR,B215,CN-2605-VHHH-ZWWW-01,VHHH-ZWWW-01,12
CN,2605,FKG,WUR,B215,CN-2605-VHHH-ZWWW-02,VHHH-ZWWW-02,11
CN,2605,FKG,WUR,B215,CN-2605-VMMC-ZWWW-01,VMMC-ZWWW-01,12
CN,2605,FOC,AKAVO,W644,CN-2605-ZSAM-KAMUD-01,ZSAM-KAMUD-01,2
CN,2605,FOC,AKAVO,W644,CN-2605-ZSAM-NIXAL-01,ZSAM-NIXAL-01,2
CN,2605,FOC,AKAVO,W644,CN-2605-ZSAM-POLHO-01,ZSAM-POLHO-01,2
CN,2605,FOC,ANLUD,W644,CN-2605-ZSAM-LAMEN-01,ZSAM-LAMEN-01,2
RU,2605,FORMA,PELUG,H24,RU-2605-H24-4557,H24,683
RU,2605,FORMA,SUBOG,H24,RU-2605-H24-9324,H24,701
GB,2605,FOYLE,ERSON,N560,GB-2605-N560-8843,N560,2
GB,2605,FRANE,SPEAR,M604,GB-2605-M604-6416,M604,3
RU,2605,FRENK,KURIP,H24,RU-2605-H24-9324,H24,332
RU,2605,FRENK,NEKON,H24,RU-2605-H24-4557,H24,474
FR,2605,FRIBU,SAPRE,Y55,FR-2605-Y55-6227,Y55,6
FR,2605,FUJTI,NESUL,UZ218,FR-2605-UZ218-6842,UZ218,2
RU,2605,FUKAN,UDREM,H24,RU-2605-H24-9324,H24,548
CN,2605,FYG,BIPIM,B208,CN-2605-NIXAL-ZSOF-01,NIXAL-ZSOF-01,4
CN,2605,FYG,HFE,B208,CN-2605-INTIK-SADLI,INTIK-SADLI,5
CN,2605,FYG,HFE,B208,CN-2605-INTIK-ZSNJ-01,INTIK-ZSNJ-01,5
CN,2605,FYG,HFE,B208,CN-2605-KAMUD-ZSHC-01,KAMUD-ZSHC-01,9
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-SADLI,NIXAL-SADLI,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSAM-01,NIXAL-ZSAM-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSFZ-01,NIXAL-ZSFZ-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSSS-01,NIXAL-ZSSS-01,4
CN,2605,FYG,HFE,B208,CN-2605-NIXAL-ZSWZ-01,NIXAL-ZSWZ-01,4
CN,2605,FYG,HFE,B208,CN-2605-PURPA-ZSPD-02,PURPA-ZSPD-02,10
CN,2605,FYG,HFE,B208,CN-2605-PURPA-ZSPD-04,PURPA-ZSPD-04,10
CN,2605,FYG,HFE,B208,CN-2605-SARIN-ZSHC-01,SARIN-ZSHC-01,8
CN,2605,FYG,HFE,B208,CN-2605-SARIN-ZSPD-01,SARIN-ZSPD-01,8
CN,2605,FYG,HFE,B208,CN-2605-ZBHH-RCTP-01,ZBHH-RCTP-01,4
CN,2605,FYG,HFE,B208,CN-2605-ZBYN-RCKH-01,ZBYN-RCKH-01,6
CN,2605,FYG,HFE,B208,CN-2605-ZBYN-RCMQ-01,ZBYN-RCMQ-01,6
CN,2605,FYG,HFE,B208,CN-2605-ZBYN-RCTP-01,ZBYN-RCTP-01,6
CN,2605,FYG,HFE,B208,CN-2605-ZBYN-RCYU-01,ZBYN-RCYU-01,6
CN,2605,FYG,HFE,B208,CN-2605-ZHCC-LAMEN-01,ZHCC-LAMEN-01,3
CN,2605,FYG,HFE,B208,CN-2605-ZHCC-RCKH-01,ZHCC-RCKH-01,3
CN,2605,FYG,HFE,B208,CN-2605-ZHCC-RCTP-01,ZHCC-RCTP-01,3
CN,2605,FYG,HFE,B208,CN-2605-ZHCC-RCYU-01,ZHCC-RCYU-01,3
CN,2605,FYG,HFE,B208,CN-2605-ZLIC-RCTP-01,ZLIC-RCTP-01,7
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCBS-01,ZLXY-RCBS-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCKH-01,ZLXY-RCKH-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCMQ-01,ZLXY-RCMQ-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCQC-01,ZLXY-RCQC-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCTP-01,ZLXY-RCTP-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZLXY-RCYU-01,ZLXY-RCYU-01,5
CN,2605,FYG,HFE,B208,CN-2605-ZWWW-RCTP-01,ZWWW-RCTP-01,8
CN,2605,FYG,UNTEL,W596,CN-2605-LAMEN-ZHCC-01,LAMEN-ZHCC-01,4
CN,2605,FYG,UNTEL,W596,CN-2605-RCKH-ZHCC-01,RCKH-ZHCC-01,7
CN,2605,FYG,UNTEL,W596,CN-2605-RCTP-ZHCC-01,RCTP-ZHCC-01,7
CN,2605,FYG,UNTEL,W596,CN-2605-RCYU-ZHCC-01,RCYU-ZHCC-01,7
GB,2605,FYNER,BRUCE,Q602,GB-2605-Q602-13936,Q602,3
CN,2605,FZ,IKEKA,W4,CN-2605-ZSYT-AGAVO-01,ZSYT-AGAVO-01,1
CN,2605,FZ,IKEKA,W4,CN-2605-ZSYT-MAGOG-01,ZSYT-MAGOG-01,1
CN,2605,FZ,IKEKA,W4,CN-2605-ZSYT-RCKH-01,ZSYT-RCKH-01,1
CN,2605,FZ,IKEKA,W4,CN-2605-ZSYT-RCTP-01,ZSYT-RCTP-01,1
CN,2605,FZ,IKEKA,W4,CN-2605-ZSYT-RCYU-01,ZSYT-RCYU-01,1
RU,2605,GABAL,DISEG,H24,RU-2605-H24-12997,H24,1181
RU,2605,GABAL,NEKLU,H24,RU-2605-H24-9324,H24,277
RU,2605,GAGRU,TORSA,H24,RU-2605-H24-12997,H24,501
FR,2605,GAILLACCASTELNEAUDEMONTMIRAIL,BIBDO,V12,FR-2605-V12-5561,V12,1
FR,2605,GAILLACCASTELNEAUDEMONTMIRAIL,LACOU,G39,FR-2605-G39-1387,G39,4
FR,2605,GAILLACCASTELNEAUDEMONTMIRAIL,MONIX,B31,FR-2605-B31-1037,B31,1
FR,2605,GAILLACCASTELNEAUDEMONTMIRAIL,TOBVO,V21,FR-2605-V21-5750,V21,1
RU,2605,GAKLU,IBOGI,H24,RU-2605-H24-12997,H24,147
RU,2605,GAKLU,INBUK,H24,RU-2605-H24-9324,H24,514
RU,2605,GAKLU,LALEP,H24,RU-2605-H24-20710,H24,44
RU,2605,GAKPA,DONUS,H24,RU-2605-H24-20710,H24,219
RU,2605,GAKPO,OKDIR,H24,RU-2605-H24-4557,H24,432
RU,2605,GAKRA,DATIR,H24,RU-2605-H24-9324,H24,148
RU,2605,GAKTA,UK,H24,RU-2605-H24-12997,H24,121
FR,2605,GALBO,GILRA,R491,FR-2605-R491-4570,R491,2
FR,2605,GALBO,LAIGLE,UN491,FR-2605-UN491-3123,UN491,4
RU,2605,GALKA,VATOL,H24,RU-2605-H24-9324,H24,370
RU,2605,GAMAN,KOMEK,H24,RU-2605-H24-9324,H24,124
GB,2605,GANKI,GLESK,P600,GB-2605-P600-12252,P600,15
RU,2605,GANPA,ARTUN,H24,RU-2605-H24-9324,H24,262
RU,2605,GANPA,BEMON,H24,RU-2605-H24-12997,H24,503
RU,2605,GANPO,PERMBOLSHOESAVINO,H24,RU-2605-H24-20710,H24,193
RU,2605,GANPO,ULPAS,H24,RU-2605-H24-12997,H24,400
FR,2605,GAPDO,NICECOTEDAZUR,UY24,FR-2605-UY24-6056,UY24,1
RU,2605,GAPMA,IDNID,H24,RU-2605-H24-20710,H24,141
RU,2605,GAPRA,TELRA,H24,RU-2605-H24-20710,H24,520
RU,2605,GAREK,SUNUN,H24,RU-2605-H24-4557,H24,635
GB,2605,GARMI,BETWEEN,N867,GB-2605-N867-10362,N867,1
FR,2605,GARMI,NINTU,UN867,FR-2605-UN867-3484,UN867,8
GB,2605,GARMI,VASUX,UN867,GB-2605-UN867-16550,UN867,1
RU,2605,GARMU,OGOLA,H24,RU-2605-H24-9324,H24,496
RU,2605,GARMU,UNEKI,H24,RU-2605-H24-20710,H24,229
GB,2605,GARVA,ULLAP,Y906,GB-2605-Y906-18789,Y906,2
GB,2605,GASBA,PAAVO,M604,GB-2605-M604-6416,M604,7
GB,2605,GASBA,RATLO,M197,GB-2605-M197-6218,M197,6
GB,2605,GASGU,DIGSU,N866,GB-2605-N866-10222,N866,6
GB,2605,GASKO,UVAVU,P18,GB-2605-P18-11229,P18,9
RU,2605,GATRI,OTMOL,H24,RU-2605-H24-4557,H24,108
GB,2605,GAVEL,RAVDI,Y905,GB-2605-Y905-18678,Y905,7
RU,2605,GEBSI,GANPO,H24,RU-2605-H24-20710,H24,192
RU,2605,GEBSI,IPRAT,H24,RU-2605-H24-9324,H24,570
RU,2605,GEBSI,IRBOM,H24,RU-2605-H24-4557,H24,29
RU,2605,GEBTA,ODIPA,H24,RU-2605-H24-12997,H24,936
RU,2605,GEDNI,AMUTI,H24,RU-2605-H24-4557,H24,734
RU,2605,GEGRI,ARKUB,H24,RU-2605-H24-12997,H24,682
RU,2605,GEGRI,ATGOR,H24,RU-2605-H24-9324,H24,423
RU,2605,GEGRI,NULGA,H24,RU-2605-H24-20710,H24,94
RU,2605,GEKPA,GOLRI,FL055,RU-2605-FL055-2113,FL055,60
RU,2605,GEKPA,NATOP,H24,RU-2605-H24-12997,H24,1227
RU,2605,GEKPA,UKHTAVORDME,H24,RU-2605-H24-20710,H24,152
RU,2605,GEKSU,ABNOL,H24,RU-2605-H24-12997,H24,271
RU,2605,GEKTO,ABGUL,H24,RU-2605-H24-4557,H24,362
RU,2605,GEMDI,AMLIN,H24,RU-2605-H24-9324,H24,519
FR,2605,GEMFU,AMFOU,A3,FR-2605-A3-71,A3,22
RU,2605,GEMKI,NUTNO,H24,RU-2605-H24-12997,H24,1252
RU,2605,GEMKI,UNUKO,H24,RU-2605-H24-20710,H24,264
RU,2605,GEMPU,INKEB,H24,RU-2605-H24-4557,H24,614
RU,2605,GEMPU,UMPER,H24,RU-2605-H24-9324,H24,195
RU,2605,GEMRA,FA,H24,RU-2605-H24-9324,H24,363
RU,2605,GEMRO,SOGTA,H24,RU-2605-H24-9324,H24,117
RU,2605,GENPA,LAMKO,H24,RU-2605-H24-20710,H24,674
RU,2605,GENPA,TURAT,H24,RU-2605-H24-4557,H24,721
RU,2605,GENRU,UTEPA,H24,RU-2605-H24-4557,H24,609
RU,2605,GEPLA,ABELO,H24,RU-2605-H24-12997,H24,1064
RU,2605,GERDO,MABOK,H24,RU-2605-H24-12997,H24,1199
RU,2605,GERDO,NIGES,H24,RU-2605-H24-20710,H24,693
RU,2605,GERPI,TALNA,H24,RU-2605-H24-9324,H24,31
RU,2605,GERSI,MALES,H24,RU-2605-H24-20710,H24,481
FR,2605,GERVA,GROSTENQUIN,V14,FR-2605-V14-5610,V14,10
FR,2605,GERVA,THIERS,V12,FR-2605-V12-5561,V12,9
RU,2605,GESPI,NESNO,H24,RU-2605-H24-4557,H24,60
RU,2605,GETKA,BUMUL,H24,RU-2605-H24-9324,H24,163
RU,2605,GETRU,PENOL,H24,RU-2605-H24-9324,H24,322
FR,2605,GEVEA,PETAL,T544,FR-2605-T544-5388,T544,13
FR,2605,GEVEA,SALEV,Y55,FR-2605-Y55-6227,Y55,4
FR,2605,GEVEA,VALOR,Y1,FR-2605-Y1-5945,Y1,3
RU,2605,GIBRI,KOPZI,H24,RU-2605-H24-4557,H24,426
GB,2605,GIBSO,BEGTO,N16,GB-2605-N16-7099,N16,1
GB,2605,GIBSO,BEVUP,L620,GB-2605-L620-3943,L620,3
RU,2605,GIBUL,REDKI,H24,RU-2605-H24-12997,H24,57
RU,2605,GIDLI,AGLAN,H24,RU-2605-H24-4557,H24,624
RU,2605,GIDLI,REMPU,H24,RU-2605-H24-12997,H24,922
RU,2605,GIGAT,DOMON,H24,RU-2605-H24-4557,H24,155
RU,2605,GIGDO,ABMOM,H24,RU-2605-H24-4557,H24,729
RU,2605,GIGDO,UROBI,H24,RU-2605-H24-20710,H24,444
RU,2605,GIGES,USINA,H24,RU-2605-H24-20710,H24,100
FR,2605,GIGNA,BRUSC,G393,FR-2605-G393-1632,G393,2
RU,2605,GIGON,RENTU,H24,RU-2605-H24-12997,H24,152
FR,2605,GIGOT,KURIS,A532,FR-2605-A532-833,A532,4
GB,2605,GIGTO,SOSIM,L15,GB-2605-L15-763,L15,14
GB,2605,GIGTO,SOSIM,Q38,GB-2605-Q38-12828,Q38,4
GB,2605,GIGTO,UNDUX,L70,GB-2605-L70-1801,L70,7
GB,2605,GIGTO,UNDUX,M144,GB-2605-M144-5277,M144,3
GB,2605,GIGTO,UNDUX,UL70,GB-2605-UL70-14883,UL70,7
FR,2605,GIGUS,AMVAR,Z32,FR-2605-Z32-6579,Z32,7
RU,2605,GIKEN,MIKFO,H24,RU-2605-H24-12997,H24,280
RU,2605,GIKEN,UVROK,H24,RU-2605-H24-20710,H24,341
RU,2605,GIKES,SOMUD,H24,RU-2605-H24-12997,H24,383
RU,2605,GIKES,UMSOR,H24,RU-2605-H24-20710,H24,449
RU,2605,GIKES,URILI,H24,RU-2605-H24-9324,H24,586
RU,2605,GIKET,UDRAL,H24,RU-2605-H24-9324,H24,208
RU,2605,GIKOS,RIMEG,H24,RU-2605-H24-12997,H24,1008
RU,2605,GIKSA,BOLNI,H24,RU-2605-H24-4557,H24,508
RU,2605,GIKSI,RENSO,H24,RU-2605-H24-12997,H24,1203
RU,2605,GIKSI,TEMGA,H24,RU-2605-H24-9324,H24,259
RU,2605,GIKSI,UNGUL,H24,RU-2605-H24-4557,H24,437
RU,2605,GIKUR,MOGPI,H24,RU-2605-H24-4557,H24,565
RU,2605,GIKUR,TEDNI,H24,RU-2605-H24-12997,H24,731
RU,2605,GILAM,ASDES,H24,RU-2605-H24-12997,H24,648
RU,2605,GILAP,ABNOL,H24,RU-2605-H24-4557,H24,575
RU,2605,GILAP,ASKIL,H24,RU-2605-H24-12997,H24,598
GB,2605,GILDA,FERIT,M14,GB-2605-M14-4721,M14,1
GB,2605,GILDA,LAMBOURNE,L610,GB-2605-L610-3380,L610,7
GB,2605,GILDA,SIRGO,L620,GB-2605-L620-3943,L620,11
RU,2605,GILEM,IDIMA,H24,RU-2605-H24-20710,H24,689
RU,2605,GILIK,RUMUB,H24,RU-2605-H24-12997,H24,978
FR,2605,GILIR,MOLUS,T330,FR-2605-T330-5185,T330,1
FR,2605,GILIR,TUROM,T11,FR-2605-T11-4613,T11,9
FR,2605,GILON,BIRGO,V35,FR-2605-V35-5865,V35,1
FR,2605,GILON,NASIK,P856,FR-2605-P856-3741,P856,3
FR,2605,GILON,RUBIT,A3,FR-2605-A3-71,A3,24
FR,2605,GILRA,EKRAS,R491,FR-2605-R491-4570,R491,3
GB,2605,GILTI,PIBUX,L179,GB-2605-L179-2417,L179,1
FR,2605,GILUR,ROMAK,V14,FR-2605-V14-5610,V14,4
FR,2605,GILUR,XUPAL,V12,FR-2605-V12-5561,V12,4
FR,2605,GILUX,MOTAL,A3,FR-2605-A3-71,A3,2
RU,2605,GIMAG,SW,H24,RU-2605-H24-12997,H24,117
RU,2605,GIMAK,BIBLI,H24,RU-2605-H24-4557,H24,413
RU,2605,GIMAK,GIKES,H24,RU-2605-H24-20710,H24,448
RU,2605,GIMAK,GOLON,H24,RU-2605-H24-12997,H24,315
RU,2605,GIMAK,IDKOM,FL055,RU-2605-FL055-2113,FL055,335
RU,2605,GIMAR,MASOM,H24,RU-2605-H24-12997,H24,1175
RU,2605,GIMAS,SUTEG,H24,RU-2605-H24-9324,H24,616
RU,2605,GIMDA,GOBOM,H24,RU-2605-H24-4557,H24,806
RU,2605,GIMED,NAPEG,H24,RU-2605-H24-4557,H24,251
FR,2605,GIMER,VEBEK,Q763,FR-2605-Q763-3910,Q763,7
RU,2605,GIMES,VELTA,H24,RU-2605-H24-9324,H24,677
RU,2605,GIMET,LUPIP,H24,RU-2605-H24-12997,H24,3
RU,2605,GIMET,OTLES,H24,RU-2605-H24-4557,H24,111
RU,2605,GIMIR,DIGLU,H24,RU-2605-H24-9324,H24,609
RU,2605,GIMIR,RIKBI,H24,RU-2605-H24-20710,H24,619
RU,2605,GIMKI,INROD,H24,RU-2605-H24-4557,H24,764
RU,2605,GIMKI,SOSEB,H24,RU-2605-H24-12997,H24,269
RU,2605,GIMON,AGATA,H24,RU-2605-H24-12997,H24,801
