region_code,aip_cycle,from_fix,to_fix,airway,route_id,route_code,leg_sequence
RU,2605,AGAPO,OKILI,FL055,RU-2605-FL055-2113,FL055,201
RU,2605,AGAPO,TIFON,H24,RU-2605-H24-12997,H24,217
RU,2605,AGATA,ROTLA,H24,RU-2605-H24-12997,H24,802
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ARGUK,AGAVO-ARGUK,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-AS,AGAVO-AS,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-AS,AGAVO-AS,7
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-BISUN,AGAVO-BISUN,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-SIMLI,AGAVO-SIMLI,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-TELOK,AGAVO-TELOK,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ZYCC-01,AGAVO-ZYCC-01,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ZYHB-01,AGAVO-ZYHB-01,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ZYJM-01,AGAVO-ZYJM-01,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ZYTL-01,AGAVO-ZYTL-01,1
CN,2605,AGAVO,DONVO,G597,CN-2605-AGAVO-ZYTX-01,AGAVO-ZYTX-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-KAMUD,AGAVO-B339-KAMUD,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-PURPA,AGAVO-B339-PURPA,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-RULAD,AGAVO-B339-RULAD,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-SARIN,AGAVO-B339-SARIN,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-SRK,AGAVO-B339-SRK,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-SRK,AGAVO-B339-SRK,14
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-B339-SRK,AGAVO-B339-SRK,28
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-KAMUD,AGAVO-KAMUD,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-LINSO,AGAVO-LINSO,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-POLHO,AGAVO-POLHO,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RK,AGAVO-RK,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RK,AGAVO-RK,14
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RKL,AGAVO-RKL,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RKL,AGAVO-RKL,14
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RKL,AGAVO-RKL,27
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-RULAD,AGAVO-RULAD,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-SARIN,AGAVO-SARIN,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-TAMOT,AGAVO-TAMOT,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-TEBAK,AGAVO-TEBAK,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-VHHH,AGAVO-VHHH,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-W104-SARIN,AGAVO-W104-SARIN,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-W112-PURPA,AGAVO-W112-PURPA,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBAD-01,AGAVO-ZBAD-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBDS-01,AGAVO-ZBDS-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBHH-01,AGAVO-ZBHH-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBOW-01,AGAVO-ZBOW-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBSJ-01,AGAVO-ZBSJ-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBTJ-01,AGAVO-ZBTJ-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZBYN-01,AGAVO-ZBYN-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZGHA-01,AGAVO-ZGHA-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZHCC-01,AGAVO-ZHCC-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZHEC-01,AGAVO-ZHEC-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZHHH-01,AGAVO-ZHHH-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZLIC-01,AGAVO-ZLIC-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZLXY-01,AGAVO-ZLXY-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZPPP-01,AGAVO-ZPPP-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZSJN-01,AGAVO-ZSJN-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZSWH-01,AGAVO-ZSWH-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZSYT-01,AGAVO-ZSYT-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUCK-01,AGAVO-ZUCK-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUGY-01,AGAVO-ZUGY-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUTF-01,AGAVO-ZUTF-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUTF-02,AGAVO-ZUTF-02,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUUU-01,AGAVO-ZUUU-01,1
CN,2605,AGAVO,IKEKA,A591,CN-2605-AGAVO-ZUUU-02,AGAVO-ZUUU-02,1
CN,2605,AGAVO,KAMUD,DCT,CN-2605-RK-AGAVO,RK-AGAVO,12
CN,2605,AGAVO,KAMUD,DCT,CN-2605-RKL-AGAVO,RKL-AGAVO,12
CN,2605,AGAVO,KAMUD,DCT,CN-2605-SRK-AGAVO,SRK-AGAVO,23
CN,2605,AGAVO,LATUX,W209,CN-2605-AGAVO-ZSQD-01,AGAVO-ZSQD-01,1
CN,2605,AGAVO,LINSO,DCT,CN-2605-RKL-AGAVO,RKL-AGAVO,24
CN,2605,AGAVO,MAGIT,DCT,CN-2605-SM-AGAVO,SM-AGAVO,5
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSNJ-01,AGAVO-ZSNJ-01,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSNJ-02,AGAVO-ZSNJ-02,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSPD-01,AGAVO-ZSPD-01,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSPD-02,AGAVO-ZSPD-02,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSXZ-01,AGAVO-ZSXZ-01,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSYA-01,AGAVO-ZSYA-01,1
CN,2605,AGAVO,OMLIB,W209,CN-2605-AGAVO-ZSYN-01,AGAVO-ZSYN-01,1
CN,2605,AGAVO,RULAD,DCT,CN-2605-SRK-AGAVO,SRK-AGAVO,11
RU,2605,AGBIR,MIGRI,H24,RU-2605-H24-20710,H24,82
RU,2605,AGBOR,SOTIS,H24,RU-2605-H24-20710,H24,579
GB,2605,AGBOS,ACCAQ,L9,GB-2605-L9-157,L9,19
GB,2605,AGCAT,ADHAV,P70,GB-2605-P70-11711,P70,1
GB,2605,AGCAT,NICXI,Q63,GB-2605-Q63-13200,Q63,22
RU,2605,AGDON,ODNUS,FL055,RU-2605-FL055-2113,FL055,257
RU,2605,AGDUM,TIRBU,H24,RU-2605-H24-4557,H24,669
RU,2605,AGEMA,NEBOK,H24,RU-2605-H24-4557,H24,253
FR,2605,AGENGAUDONVILLE,AUCHE,G7,FR-2605-G7-1093,G7,10
FR,2605,AGENGAUDONVILLE,LOMRA,R17,FR-2605-R17-4200,R17,6
FR,2605,AGEVU,PERUS,G274,FR-2605-G274-1588,G274,10
RU,2605,AGIDI,BAPON,H24,RU-2605-H24-20710,H24,505
RU,2605,AGIDU,NIMLI,H24,RU-2605-H24-4557,H24,272
RU,2605,AGLAN,DURTI,H24,RU-2605-H24-4557,H24,625
RU,2605,AGLAN,UMSIS,FL055,RU-2605-FL055-2113,FL055,363
GB,2605,AGLIL,DIGMA,M146,GB-2605-M146-5454,M146,2
GB,2605,AGLIL,PENIL,L28,GB-2605-L28-1374,L28,5
GB,2605,AGLIL,PENIL,UL28,GB-2605-UL28-14780,UL28,5
RU,2605,AGMIL,BAKUD,H24,RU-2605-H24-9324,H24,51
RU,2605,AGMIL,URAMI,H24,RU-2605-H24-20710,H24,221
RU,2605,AGMIN,GONUT,FL055,RU-2605-FL055-2113,FL055,6
RU,2605,AGMUS,DINRA,H24,RU-2605-H24-9324,H24,498
RU,2605,AGMUT,ATROB,H24,RU-2605-H24-12997,H24,1282
RU,2605,AGMUT,DITBI,H24,RU-2605-H24-9324,H24,403
RU,2605,AGMUT,IGORO,H24,RU-2605-H24-4557,H24,630
RU,2605,AGNAR,GIMKI,H24,RU-2605-H24-4557,H24,763
RU,2605,AGNIP,ULKID,H24,RU-2605-H24-12997,H24,136
RU,2605,AGNOG,IBREN,H24,RU-2605-H24-9324,H24,510
RU,2605,AGNOG,NESIP,H24,RU-2605-H24-12997,H24,156
RU,2605,AGNOG,OLNUP,H24,RU-2605-H24-4557,H24,68
RU,2605,AGNOK,BIBNI,H24,RU-2605-H24-20710,H24,454
RU,2605,AGNOK,GEKTO,H24,RU-2605-H24-4557,H24,361
RU,2605,AGNOK,UNIDU,H24,RU-2605-H24-9324,H24,685
RU,2605,AGNUM,UPKOL,FL055,RU-2605-FL055-2113,FL055,81
RU,2605,AGODI,NERNA,H24,RU-2605-H24-4557,H24,800
RU,2605,AGOMI,BALKI,H24,RU-2605-H24-4557,H24,126
RU,2605,AGOMI,OSLIG,H24,RU-2605-H24-9324,H24,33
RU,2605,AGONA,TURIP,H24,RU-2605-H24-4557,H24,687
FR,2605,AGOPA,ARKIP,R66,FR-2605-R66-4371,R66,20
GB,2605,AGPED,OTBUN,Y96,GB-2605-Y96-18001,Y96,2
CN,2605,AGPOR,ASSAD,A202,CN-2605-ZGZJ-ASSAD-01,ZGZJ-ASSAD-01,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZGSZ-02,ASSAD-ZGSZ-02,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZGZJ-01,ASSAD-ZGZJ-01,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZSAM-01,ASSAD-ZSAM-01,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZSFZ-01,ASSAD-ZSFZ-01,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZSHC-01,ASSAD-ZSHC-01,2
CN,2605,AGPOR,LH,W71,CN-2605-ASSAD-ZSNB-01,ASSAD-ZSNB-01,2
CN,2605,AGPOR,NYB,V12,CN-2605-ZGZJ-BUNTA-01,ZGZJ-BUNTA-01,2
FR,2605,AGREV,AMIKO,G53,FR-2605-G53-1456,G53,3
FR,2605,AGREV,MONTELIMARANCONE,R31,FR-2605-R31-4272,R31,12
CN,2605,AGTEL,AGPOR,W71,CN-2605-ZGZJ-ASSAD-01,ZGZJ-ASSAD-01,1
CN,2605,AGTEL,AGPOR,W71,CN-2605-ZGZJ-BUNTA-01,ZGZJ-BUNTA-01,1
CN,2605,AGTEL,LH,W71,CN-2605-BUNTA-ZBAA-01,BUNTA-ZBAA-01,4
CN,2605,AGTEL,LH,W71,CN-2605-BUNTA-ZBAD-01,BUNTA-ZBAD-01,4
CN,2605,AGTEL,LH,W71,CN-2605-BUNTA-ZGNN-01,BUNTA-ZGNN-01,4
CN,2605,AGTEL,LH,W71,CN-2605-BUNTA-ZGZJ-01,BUNTA-ZGZJ-01,4
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-LINSO-01,ZJHK-LINSO-01,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-MORIT-01,ZJHK-MORIT-01,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-RULAD-01,ZJHK-RULAD-01,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-RULAD-02,ZJHK-RULAD-02,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-SARIN-01,ZJHK-SARIN-01,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJHK-TEBAK-01,ZJHK-TEBAK-01,1
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-BISUN-02,ZJSY-BISUN-02,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-LINSO-01,ZJSY-LINSO-01,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-MORIT-01,ZJSY-MORIT-01,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-NIXAL-02,ZJSY-NIXAL-02,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-RULAD-01,ZJSY-RULAD-01,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-RULAD-02,ZJSY-RULAD-02,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-SARIN-01,ZJSY-SARIN-01,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-SARIN-02,ZJSY-SARIN-02,3
CN,2605,AGTEL,LH,W71,CN-2605-ZJSY-TEBAK-01,ZJSY-TEBAK-01,3
RU,2605,AGUBI,ABOMA,FL055,RU-2605-FL055-2113,FL055,154
RU,2605,AGUKA,BABID,H24,RU-2605-H24-9324,H24,450
CN,2605,AGULU,APIMI,W81,CN-2605-ZUUU-AGAVO-01,ZUUU-AGAVO-01,2
RU,2605,AGURA,DOGIS,H24,RU-2605-H24-9324,H24,624
RU,2605,AGURA,TIMNU,H24,RU-2605-H24-12997,H24,772
RU,2605,AGURI,PETIV,H24,RU-2605-H24-4557,H24,344
RU,2605,AGUTO,BESLO,H24,RU-2605-H24-20710,H24,368
RU,2605,AGUTO,GUBOM,H24,RU-2605-H24-12997,H24,517
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-AGVUT-01R,ZGGG-AGVUT-01R,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-AGVUT-02R,ZGGG-AGVUT-02R,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-KAMUD-01,ZGGG-KAMUD-01,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-KAMUD-02,ZGGG-KAMUD-02,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-MORIT-01,ZGGG-MORIT-01,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-OGIGI-01,ZGGG-OGIGI-01,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-RULAD-01,ZGGG-RULAD-01,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-SARIN-01,ZGGG-SARIN-01,1
CN,2605,AGVIL,OSNOV,W24,CN-2605-ZGGG-SARIN-02,ZGGG-SARIN-02,1
CN,2605,AGVUR,APOGO,B215,CN-2605-AGAVO-W104-SARIN,AGAVO-W104-SARIN,7
CN,2605,AGVUR,APOGO,B215,CN-2605-RCTP-ZLIC-01,RCTP-ZLIC-01,7
CN,2605,AGVUR,APOGO,B215,CN-2605-TEBAK-ZLIC-01,TEBAK-ZLIC-01,6
CN,2605,AGVUR,APOGO,B215,CN-2605-VHHH-ZBDS-01,VHHH-ZBDS-01,4
CN,2605,AGVUR,BESGI,W87,CN-2605-INTIK-ZBSJ-01,INTIK-ZBSJ-01,3
CN,2605,AGVUR,BESGI,W87,CN-2605-NIXAL-ZBSJ-01,NIXAL-ZBSJ-01,2
CN,2605,AGVUR,BESGI,W87,CN-2605-ZBDS-AGAVO-01,ZBDS-AGAVO-01,3
CN,2605,AGVUR,BESGI,W87,CN-2605-ZLIC-AGAVO-01,ZLIC-AGAVO-01,4
CN,2605,AGVUR,CGO,B208,CN-2605-ZBDS-VHHH-01,ZBDS-VHHH-01,3
CN,2605,AGVUR,CGO,B208,CN-2605-ZLIC-RCTP-01,ZLIC-RCTP-01,4
CN,2605,AGVUR,HET,B208,CN-2605-ZBSJ-INTIK-01,ZBSJ-INTIK-01,2
CN,2605,AGVUR,HET,B208,CN-2605-ZBYN-BISUN-01,ZBYN-BISUN-01,1
CN,2605,AGVUR,MENED,W287,CN-2605-RCBS-ZLXY-01,RCBS-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-RCKH-ZLXY-01,RCKH-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-RCMQ-ZLXY-01,RCMQ-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-RCQC-ZLXY-01,RCQC-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-RCTP-ZLXY-01,RCTP-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-RCYU-ZLXY-01,RCYU-ZLXY-01,7
CN,2605,AGVUR,MENED,W287,CN-2605-ZBAD-LINSO-02,ZBAD-LINSO-02,2
CN,2605,AGVUR,MENED,W287,CN-2605-ZBAD-NONIM-01,ZBAD-NONIM-01,2
CN,2605,AGVUR,NIXAL,B208,CN-2605-ZBSJ-NIXAL-01,ZBSJ-NIXAL-01,2
CN,2605,AGVUR,NIXAL,B208,CN-2605-ZBYN-NIXAL-01,ZBYN-NIXAL-01,1
CN,2605,AGVUR,NOPIN,B208,CN-2605-MAGIT-ZHCC-01,MAGIT-ZHCC-01,4
CN,2605,AGVUR,TODAM,B208,CN-2605-AGAVO-ZBHH-01,AGAVO-ZBHH-01,7
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZBAA-01R,AGVUT-ZBAA-01R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZBAA-02R,AGVUT-ZBAA-02R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZGGG-01R,AGVUT-ZGGG-01R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZGGG-02R,AGVUT-ZGGG-02R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZGSZ-01R,AGVUT-ZGSZ-01R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZLXY-01R,AGVUT-ZLXY-01R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZUTF-01R,AGVUT-ZUTF-01R,1
CN,2605,AGVUT,DSC,L181,CN-2605-AGVUT-ZWWW-01R,AGVUT-ZWWW-01R,1
FR,2605,AHVEC,RESMI,UN857,FR-2605-UN857-3328,UN857,1
FR,2605,AJACCIOCOTICHIAVARI,BEBEV,M622,FR-2605-M622-2615,M622,1
FR,2605,AJACCIOCOTICHIAVARI,CORSI,A9,FR-2605-A9-378,A9,7
FR,2605,AJACCIOCOTICHIAVARI,TEREZ,J19,FR-2605-J19-1940,J19,1
RU,2605,AKANI,LUNIB,H24,RU-2605-H24-12997,H24,989
CN,2605,AKARA,DUMET,A593,CN-2605-MAGIT-ZSHC-01,MAGIT-ZSHC-01,6
CN,2605,AKARA,DUMET,A593,CN-2605-SIMLI-ZSHC-02,SIMLI-ZSHC-02,4
CN,2605,AKARA,IKADI,A326,CN-2605-LAMEN-ZSNJ-02,LAMEN-ZSNJ-02,2
CN,2605,AKARA,IKADI,A326,CN-2605-LAMEN-ZSQD-01,LAMEN-ZSQD-01,2
CN,2605,AKARA,IKADI,A326,CN-2605-LAMEN-ZSSH-02,LAMEN-ZSSH-02,2
CN,2605,AKARA,IKEKA,A326,CN-2605-BEKOL-AGAVO,BEKOL-AGAVO,7
CN,2605,AKARA,IKEKA,A326,CN-2605-TEBAK-AGAVO,TEBAK-AGAVO,8
CN,2605,AKARA,PK,A593,CN-2605-AGAVO-TEBAK,AGAVO-TEBAK,3
CN,2605,AKARA,PUD,A593,CN-2605-AGAVO-TAMOT,AGAVO-TAMOT,3
CN,2605,AKARA,PUD,A593,CN-2605-AGAVO-VHHH,AGAVO-VHHH,3
CN,2605,AKARA,PUD,A593,CN-2605-AGAVO-ZSPD-01,AGAVO-ZSPD-01,3
CN,2605,AKARA,PUD,A593,CN-2605-APITO-ZSPD-01,APITO-ZSPD-01,2
CN,2605,AKARA,PUD,A593,CN-2605-BISUN-ZSPD-01,BISUN-ZSPD-01,6
CN,2605,AKARA,PUD,A593,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,6
CN,2605,AKARA,PUD,A593,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,4
CN,2605,AKARA,PUD,A593,CN-2605-TELOK-ZSPD-01,TELOK-ZSPD-01,5
CN,2605,AKARA,PUD,A593,CN-2605-TOMUK-ZSPD-01,TOMUK-ZSPD-01,3
CN,2605,AKARA,PUD,A593,CN-2605-ZSYT-MAGOG-01,ZSYT-MAGOG-01,3
RU,2605,AKARU,VUDGE,H24,RU-2605-H24-20710,H24,678
RU,2605,AKATI,OLENA,H24,RU-2605-H24-12997,H24,259
CN,2605,AKAVO,EMRID,A470,CN-2605-ZSAM-KAMUD-01,ZSAM-KAMUD-01,3
CN,2605,AKAVO,EMRID,A470,CN-2605-ZSAM-NIXAL-01,ZSAM-NIXAL-01,3
CN,2605,AKAVO,EMRID,A470,CN-2605-ZSAM-POLHO-01,ZSAM-POLHO-01,3
CN,2605,AKDIM,BZ,A470,CN-2605-ZSNT-RCTP-01,ZSNT-RCTP-01,6
CN,2605,AKDIM,BZ,A470,CN-2605-ZSSS-RCKH-01,ZSSS-RCKH-01,2
CN,2605,AKDIM,BZ,A470,CN-2605-ZSSS-RCMQ-01,ZSSS-RCMQ-01,2
CN,2605,AKDIM,BZ,A470,CN-2605-ZSSS-RCSS-01,ZSSS-RCSS-01,2
CN,2605,AKDIM,BZ,A470,CN-2605-ZSSS-RCTP-01,ZSSS-RCTP-01,2
CN,2605,AKDIM,BZ,A470,CN-2605-ZSSS-RCYU-01,ZSSS-RCYU-01,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-AGAVO-TAMOT,AGAVO-TAMOT,6
CN,2605,AKDIM,DUBGO,A470,CN-2605-AGAVO-VHHH,AGAVO-VHHH,6
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZGGG-01,LAMEN-ZGGG-01,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZGSZ-01,LAMEN-ZGSZ-01,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZJHK-01,LAMEN-ZJHK-01,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZJSY-01,LAMEN-ZJSY-01,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZJSY-02,LAMEN-ZJSY-02,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-LAMEN-ZSTX-01,LAMEN-ZSTX-01,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-MPSMS-TAMOT,MPSMS-TAMOT,27
CN,2605,AKDIM,DUBGO,A470,CN-2605-MPSMS-VHHH,MPSMS-VHHH,33
CN,2605,AKDIM,DUBGO,A470,CN-2605-SADLI-LINSO,SADLI-LINSO,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-SADLI-TAMOT,SADLI-TAMOT,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-SADLI-TEBAK,SADLI-TEBAK,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-SADLI-VHHH,SADLI-VHHH,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-SADLI-VMMC,SADLI-VMMC,4
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-ASSAD-01,ZSPD-ASSAD-01,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-LINSO-02,ZSPD-LINSO-02,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-TAMOT-01,ZSPD-TAMOT-01,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-TEBAK-02,ZSPD-TEBAK-02,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-VHHH-03,ZSPD-VHHH-03,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSPD-VMMC-04,ZSPD-VMMC-04,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSSS-ASSAD-01,ZSSS-ASSAD-01,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSSS-LINSO-02,ZSSS-LINSO-02,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSSS-TAMOT-01,ZSSS-TAMOT-01,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSSS-VHHH-02,ZSSS-VHHH-02,2
CN,2605,AKDIM,DUBGO,A470,CN-2605-ZSSS-VMMC-02,ZSSS-VMMC-02,2
CN,2605,AKDIM,MAGOG,A470,CN-2605-SADLI-MAGOG,SADLI-MAGOG,4
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSNT-MAGOG-01,ZSNT-MAGOG-01,6
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSNT-VHHH-01,ZSNT-VHHH-01,6
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSNT-VMMC-01,ZSNT-VMMC-01,6
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSSS-MAGOG-01,ZSSS-MAGOG-01,2
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSSS-VHHH-01,ZSSS-VHHH-01,2
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSSS-VMMC-01,ZSSS-VMMC-01,2
CN,2605,AKDIM,MAGOG,A470,CN-2605-ZSYT-MAGOG-01,ZSYT-MAGOG-01,6
CN,2605,AKDIM,TEBON,A470,CN-2605-LAMEN-ZGOW-01,LAMEN-ZGOW-01,4
RU,2605,AKEBA,RUMUB,H24,RU-2605-H24-4557,H24,497
RU,2605,AKEGA,ODETI,H24,RU-2605-H24-4557,H24,43
FR,2605,AKELU,EXHOM,UN851,FR-2605-UN851-3230,UN851,9
RU,2605,AKERA,ATMEB,H24,RU-2605-H24-20710,H24,235
RU,2605,AKERA,ATMES,H24,RU-2605-H24-9324,H24,637
RU,2605,AKERA,RURAK,H24,RU-2605-H24-4557,H24,415
FR,2605,AKIKI,EPATI,G27,FR-2605-G27-1273,G27,7
FR,2605,AKIKI,EPATI,UM189,FR-2605-UM189-2492,UM189,2
FR,2605,AKIKI,GARMI,N867,FR-2605-N867-3460,N867,1
FR,2605,AKIKI,GARMI,UN867,FR-2605-UN867-3484,UN867,7
FR,2605,AKITO,DOMIL,Z24,FR-2605-Z24-6563,Z24,2
CN,2605,AKLAS,ESDEX,W192,CN-2605-GOPTO-ZGSZ-02,GOPTO-ZGSZ-02,4
CN,2605,AKLAS,ESDEX,W192,CN-2605-GOPTO-ZPPP-01,GOPTO-ZPPP-01,4
