route_id,leg_sequence,from_fix,airway,to_fix,region_code,aip_cycle
CN-2605-AGAVO-ZLIC-01,7,APOGO,W218,TUTGO,CN,2605
CN-2605-AGAVO-ZLIC-01,8,TUTGO,W220,NIRUV,CN,2605
CN-2605-AGAVO-ZLIC-01,9,NIRUV,B215,YHD,CN,2605
CN-2605-AGAVO-ZLXY-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZLXY-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZLXY-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZLXY-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZLXY-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZLXY-01,6,VYK,B215,KAPDO,CN,2605
CN-2605-AGAVO-ZLXY-01,7,KAPDO,W276,LOVRA,CN,2605
CN-2605-AGAVO-ZPPP-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZPPP-01,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-ZPPP-01,3,IPNIT,W37,DUBAS,CN,2605
CN-2605-AGAVO-ZPPP-01,4,DUBAS,R343,WHA,CN,2605
CN-2605-AGAVO-ZPPP-01,5,WHA,A581,QNX,CN,2605
CN-2605-AGAVO-ZPPP-01,6,QNX,W136,XISLI,CN,2605
CN-2605-AGAVO-ZSJN-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZSJN-01,2,IKEKA,W4,BASOV,CN,2605
CN-2605-AGAVO-ZSNJ-01,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSNJ-01,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSNJ-01,3,IKADI,W113,YCH,CN,2605
CN-2605-AGAVO-ZSNJ-01,4,YCH,W177,HUN,CN,2605
CN-2605-AGAVO-ZSNJ-01,5,HUN,W525,LAGAL,CN,2605
CN-2605-AGAVO-ZSNJ-01,6,LAGAL,W178,OF,CN,2605
CN-2605-AGAVO-ZSNJ-02,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSNJ-02,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSNJ-02,3,IKADI,W113,YCH,CN,2605
CN-2605-AGAVO-ZSNJ-02,4,YCH,W185,OF,CN,2605
CN-2605-AGAVO-ZSPD-01,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSPD-01,2,OMLIB,A326,AKARA,CN,2605
CN-2605-AGAVO-ZSPD-01,3,AKARA,A593,PUD,CN,2605
CN-2605-AGAVO-ZSPD-02,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSPD-02,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSPD-02,3,IKADI,W113,SOSMA,CN,2605
CN-2605-AGAVO-ZSPD-02,4,SOSMA,W108,MATNU,CN,2605
CN-2605-AGAVO-ZSPD-02,5,MATNU,W115,PINOT,CN,2605
CN-2605-AGAVO-ZSQD-01,1,AGAVO,W209,LATUX,CN,2605
CN-2605-AGAVO-ZSWH-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZSWH-01,2,IKEKA,W4,WEH,CN,2605
CN-2605-AGAVO-ZSXZ-01,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSXZ-01,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSXZ-01,3,IKADI,W113,YCH,CN,2605
CN-2605-AGAVO-ZSXZ-01,4,YCH,W177,OMUDI,CN,2605
CN-2605-AGAVO-ZSXZ-01,5,OMUDI,W125,DO,CN,2605
CN-2605-AGAVO-ZSYA-01,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSYA-01,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSYA-01,3,IKADI,W113,YCH,CN,2605
CN-2605-AGAVO-ZSYA-01,4,YCH,W185,NIXEM,CN,2605
CN-2605-AGAVO-ZSYN-01,1,AGAVO,W209,OMLIB,CN,2605
CN-2605-AGAVO-ZSYN-01,2,OMLIB,A326,IKADI,CN,2605
CN-2605-AGAVO-ZSYN-01,3,IKADI,W113,YCH,CN,2605
CN-2605-AGAVO-ZSYT-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZSYT-01,2,IKEKA,W4,FZ,CN,2605
CN-2605-AGAVO-ZUCK-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUCK-01,2,IKEKA,W4,LIMGI,CN,2605
CN-2605-AGAVO-ZUCK-01,3,LIMGI,W152,URGOD,CN,2605
CN-2605-AGAVO-ZUCK-01,4,URGOD,W278,AVDIG,CN,2605
CN-2605-AGAVO-ZUCK-01,5,AVDIG,W666,VINEX,CN,2605
CN-2605-AGAVO-ZUGY-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUGY-01,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-ZUGY-01,3,IPNIT,W37,DUBAS,CN,2605
CN-2605-AGAVO-ZUGY-01,4,DUBAS,R343,WHA,CN,2605
CN-2605-AGAVO-ZUGY-01,5,WHA,A581,HUY,CN,2605
CN-2605-AGAVO-ZUGY-01,6,HUY,W183,TRN,CN,2605
CN-2605-AGAVO-ZUGY-01,7,TRN,W680,UBGUP,CN,2605
CN-2605-AGAVO-ZUTF-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUTF-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZUTF-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZUTF-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZUTF-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZUTF-01,6,VYK,B215,KAPDO,CN,2605
CN-2605-AGAVO-ZUTF-01,7,KAPDO,W276,ANRUG,CN,2605
CN-2605-AGAVO-ZUTF-01,8,ANRUG,W279,ONEBA,CN,2605
CN-2605-AGAVO-ZUTF-01,9,ONEBA,G212,BUPMI,CN,2605
CN-2605-AGAVO-ZUTF-02,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUTF-02,2,IKEKA,W4,LIMGI,CN,2605
CN-2605-AGAVO-ZUTF-02,3,LIMGI,W152,BUBDU,CN,2605
CN-2605-AGAVO-ZUTF-02,4,BUBDU,W276,ANRUG,CN,2605
CN-2605-AGAVO-ZUTF-02,5,ANRUG,W279,ONEBA,CN,2605
CN-2605-AGAVO-ZUTF-02,6,ONEBA,G212,BUPMI,CN,2605
CN-2605-AGAVO-ZUUU-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUUU-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZUUU-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZUUU-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZUUU-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZUUU-01,6,VYK,B215,KAPDO,CN,2605
CN-2605-AGAVO-ZUUU-01,7,KAPDO,W276,ANRUG,CN,2605
CN-2605-AGAVO-ZUUU-01,8,ANRUG,W279,ONEBA,CN,2605
CN-2605-AGAVO-ZUUU-01,9,ONEBA,G212,SUBUL,CN,2605
CN-2605-AGAVO-ZUUU-01,10,SUBUL,W230,AKDIK,CN,2605
CN-2605-AGAVO-ZUUU-02,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZUUU-02,2,IKEKA,W4,LIMGI,CN,2605
CN-2605-AGAVO-ZUUU-02,3,LIMGI,W152,BUBDU,CN,2605
CN-2605-AGAVO-ZUUU-02,4,BUBDU,W276,ANRUG,CN,2605
CN-2605-AGAVO-ZUUU-02,5,ANRUG,W279,ONEBA,CN,2605
CN-2605-AGAVO-ZUUU-02,6,ONEBA,G212,SUBUL,CN,2605
CN-2605-AGAVO-ZUUU-02,7,SUBUL,W230,AKDIK,CN,2605
CN-2605-AGAVO-ZYCC-01,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ZYCC-01,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ZYCC-01,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-ZYCC-01,4,CHI,A588,LEMOT,CN,2605
CN-2605-AGAVO-ZYHB-01,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ZYHB-01,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ZYHB-01,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-ZYHB-01,4,CHI,A588,NULRA,CN,2605
CN-2605-AGAVO-ZYHB-01,5,NULRA,W206,MAGBI,CN,2605
CN-2605-AGAVO-ZYHB-01,6,MAGBI,W656,ISLUK,CN,2605
CN-2605-AGAVO-ZYHB-01,7,ISLUK,W629,LARUN,CN,2605
CN-2605-AGAVO-ZYJM-01,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ZYJM-01,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ZYJM-01,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-ZYJM-01,4,CHI,A588,HRB,CN,2605
CN-2605-AGAVO-ZYJM-01,5,HRB,G212,JMU,CN,2605
CN-2605-AGAVO-ZYTL-01,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ZYTL-01,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ZYTL-01,3,SANKO,W579,RUPID,CN,2605
CN-2605-AGAVO-ZYTX-01,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ZYTX-01,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ZYTX-01,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-ZYTX-01,4,CHI,A588,TOSID,CN,2605
CN-2605-AGVUT-ZBAA-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZBAA-01R,2,DSC,B215,FKG,CN,2605
CN-2605-AGVUT-ZBAA-01R,3,FKG,W188,LIKMI,CN,2605
CN-2605-AGVUT-ZBAA-01R,4,LIKMI,W270,DKO,CN,2605
CN-2605-AGVUT-ZBAA-01R,5,DKO,W69,GUVBA,CN,2605
CN-2605-AGVUT-ZBAA-02R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZBAA-02R,2,DSC,B215,MAGIV,CN,2605
CN-2605-AGVUT-ZBAA-02R,3,MAGIV,W187,DNH,CN,2605
CN-2605-AGVUT-ZBAA-02R,4,DNH,W621,NIXUK,CN,2605
CN-2605-AGVUT-ZBAA-02R,5,NIXUK,W271,BOTKI,CN,2605
CN-2605-AGVUT-ZBAA-02R,6,BOTKI,W270,DKO,CN,2605
CN-2605-AGVUT-ZBAA-02R,7,DKO,W69,GUVBA,CN,2605
CN-2605-AGVUT-ZGGG-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZGGG-01R,2,DSC,B215,FKG,CN,2605
CN-2605-AGVUT-ZGGG-01R,3,FKG,W192,ESDEX,CN,2605
CN-2605-AGVUT-ZGGG-01R,4,ESDEX,W191,DNC,CN,2605
CN-2605-AGVUT-ZGGG-01R,5,DNC,W565,BIGUX,CN,2605
CN-2605-AGVUT-ZGGG-01R,6,BIGUX,B330,KWE,CN,2605
CN-2605-AGVUT-ZGGG-01R,7,KWE,W181,DUDIT,CN,2605
CN-2605-AGVUT-ZGGG-01R,8,DUDIT,A599,GYA,CN,2605
CN-2605-AGVUT-ZGGG-02R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZGGG-02R,2,DSC,B215,MAGIV,CN,2605
CN-2605-AGVUT-ZGGG-02R,3,MAGIV,W187,TUSLI,CN,2605
CN-2605-AGVUT-ZGGG-02R,4,TUSLI,W112,VIKUP,CN,2605
CN-2605-AGVUT-ZGGG-02R,5,VIKUP,W191,DNC,CN,2605
CN-2605-AGVUT-ZGGG-02R,6,DNC,W565,BIGUX,CN,2605
CN-2605-AGVUT-ZGGG-02R,7,BIGUX,B330,KWE,CN,2605
CN-2605-AGVUT-ZGGG-02R,8,KWE,W181,DUDIT,CN,2605
CN-2605-AGVUT-ZGGG-02R,9,DUDIT,A599,GYA,CN,2605
CN-2605-AGVUT-ZGSZ-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZGSZ-01R,2,DSC,B215,MAGIV,CN,2605
CN-2605-AGVUT-ZGSZ-01R,3,MAGIV,W187,TUSLI,CN,2605
CN-2605-AGVUT-ZGSZ-01R,4,TUSLI,W112,VIKUP,CN,2605
CN-2605-AGVUT-ZGSZ-01R,5,VIKUP,W191,DNC,CN,2605
CN-2605-AGVUT-ZGSZ-01R,6,DNC,W565,BIGUX,CN,2605
CN-2605-AGVUT-ZGSZ-01R,7,BIGUX,B330,KWE,CN,2605
CN-2605-AGVUT-ZGSZ-01R,8,KWE,W181,DUDIT,CN,2605
CN-2605-AGVUT-ZGSZ-01R,9,DUDIT,A599,POU,CN,2605
CN-2605-AGVUT-ZGSZ-01R,10,POU,W7,SAREX,CN,2605
CN-2605-AGVUT-ZLXY-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZLXY-01R,2,DSC,B215,MAGIV,CN,2605
CN-2605-AGVUT-ZLXY-01R,3,MAGIV,W187,TUSLI,CN,2605
CN-2605-AGVUT-ZLXY-01R,4,TUSLI,W112,VIKUP,CN,2605
CN-2605-AGVUT-ZLXY-01R,5,VIKUP,W191,DNC,CN,2605
CN-2605-AGVUT-ZLXY-01R,6,DNC,W565,BIGUX,CN,2605
CN-2605-AGVUT-ZLXY-01R,7,BIGUX,W214,HO,CN,2605
CN-2605-AGVUT-ZUTF-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZUTF-01R,2,DSC,B215,MAGIV,CN,2605
CN-2605-AGVUT-ZUTF-01R,3,MAGIV,W187,TUSLI,CN,2605
CN-2605-AGVUT-ZUTF-01R,4,TUSLI,W112,VIKUP,CN,2605
CN-2605-AGVUT-ZUTF-01R,5,VIKUP,W191,DNC,CN,2605
CN-2605-AGVUT-ZUTF-01R,6,DNC,W565,BIGUX,CN,2605
CN-2605-AGVUT-ZUTF-01R,7,BIGUX,B330,MEXAD,CN,2605
CN-2605-AGVUT-ZWWW-01R,1,AGVUT,L181,DSC,CN,2605
CN-2605-AGVUT-ZWWW-01R,2,DSC,B215,EPDAG,CN,2605
CN-2605-APITO-ZSPD-01,1,APITO,A326,AKARA,CN,2605
CN-2605-APITO-ZSPD-01,2,AKARA,A593,PUD,CN,2605
CN-2605-ASSAD-SIKOU,1,ASSAD,A202,SIKOU,CN,2605
CN-2605-ASSAD-ZGGG-01,1,ASSAD,A202,SIKOU,CN,2605
CN-2605-ASSAD-ZGGG-01,2,SIKOU,DCT,TAMOT,CN,2605
CN-2605-ASSAD-ZGGG-01,3,TAMOT,W68,IDUMA,CN,2605
CN-2605-ASSAD-ZGSZ-01,1,ASSAD,A202,SIKOU,CN,2605
CN-2605-ASSAD-ZGSZ-01,2,SIKOU,DCT,LANDA,CN,2605
CN-2605-ASSAD-ZGSZ-02,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZGSZ-02,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZGSZ-02,3,LH,R200,BIGRO,CN,2605
CN-2605-ASSAD-ZGSZ-02,4,BIGRO,W552,LOVTA,CN,2605
CN-2605-ASSAD-ZGZJ-01,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZGZJ-01,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZJHK-01,1,ASSAD,A202,SAMAS,CN,2605
CN-2605-ASSAD-ZJHK-01,2,SAMAS,DCT,MLT,CN,2605
CN-2605-ASSAD-ZSAM-01,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZSAM-01,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZSAM-01,3,LH,R200,BEBEM,CN,2605
CN-2605-ASSAD-ZSAM-01,4,BEBEM,A470,TEBON,CN,2605
CN-2605-ASSAD-ZSFZ-01,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZSFZ-01,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZSFZ-01,3,LH,R200,BEBEM,CN,2605
CN-2605-ASSAD-ZSFZ-01,4,BEBEM,A470,ENVEN,CN,2605
CN-2605-ASSAD-ZSHC-01,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZSHC-01,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZSHC-01,3,LH,R200,BEBEM,CN,2605
CN-2605-ASSAD-ZSHC-01,4,BEBEM,A470,UGAGO,CN,2605
CN-2605-ASSAD-ZSNB-01,1,ASSAD,A202,AGPOR,CN,2605
CN-2605-ASSAD-ZSNB-01,2,AGPOR,W71,LH,CN,2605
CN-2605-ASSAD-ZSNB-01,3,LH,R200,BEBEM,CN,2605
CN-2605-ASSAD-ZSNB-01,4,BEBEM,A470,LJG,CN,2605
CN-2605-ASSAD-ZSNB-01,5,LJG,B221,SHZ,CN,2605
CN-2605-ASSAD-ZSWZ-01,1,ASSAD,A202,SIKOU,CN,2605
CN-2605-ASSAD-ZSWZ-01,2,SIKOU,DCT,MAGOG,CN,2605
CN-2605-ASSAD-ZSWZ-01,3,MAGOG,A470,LJG,CN,2605
CN-2605-ASSAD-ZSWZ-01,4,LJG,B221,MUDOD,CN,2605
CN-2605-ASSAD-ZSWZ-01,5,MUDOD,W76,UNRUP,CN,2605
CN-2605-BEKOL-AGAVO,1,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-AGAVO,2,SHL,W26,UPRIK,CN,2605
CN-2605-BEKOL-AGAVO,3,UPRIK,W41,OMDUP,CN,2605
CN-2605-BEKOL-AGAVO,4,OMDUP,G471,PLT,CN,2605
CN-2605-BEKOL-AGAVO,5,PLT,A599,PUD,CN,2605
CN-2605-BEKOL-AGAVO,6,PUD,A593,AKARA,CN,2605
CN-2605-BEKOL-AGAVO,7,AKARA,A326,IKEKA,CN,2605
CN-2605-BEKOL-AGAVO,8,IKEKA,A591,AGAVO,CN,2605
CN-2605-BEKOL-APSMS,1,BEKOL,A461,BUBDA,CN,2605
CN-2605-BEKOL-APSMS,2,BUBDA,W56,VYK,CN,2605
CN-2605-BEKOL-APSMS,3,VYK,G212,SOTMU,CN,2605
CN-2605-BEKOL-APSMS,4,SOTMU,B339,HUR,CN,2605
CN-2605-BEKOL-APSMS,5,HUR,B334,TGO,CN,2605
CN-2605-BEKOL-APSMS,6,TGO,G212,ARGUK,CN,2605
CN-2605-BEKOL-APSMS,7,ARGUK,DCT,BEKOL,CN,2605
CN-2605-BEKOL-APSMS,8,BEKOL,A461,BUBDA,CN,2605
CN-2605-BEKOL-APSMS,9,BUBDA,W56,OBMEP,CN,2605
CN-2605-BEKOL-APSMS,10,OBMEP,B208,HET,CN,2605
CN-2605-BEKOL-APSMS,11,HET,G218,POLHO,CN,2605
CN-2605-BEKOL-APSMS,12,POLHO,DCT,BEKOL,CN,2605
CN-2605-BEKOL-APSMS,13,BEKOL,A461,BUBDA,CN,2605
CN-2605-BEKOL-APSMS,14,BUBDA,W56,VYK,CN,2605
CN-2605-BEKOL-APSMS,15,VYK,G212,SOTMU,CN,2605
CN-2605-BEKOL-APSMS,16,SOTMU,B339,HUR,CN,2605
CN-2605-BEKOL-APSMS,17,HUR,B334,TGO,CN,2605
CN-2605-BEKOL-APSMS,18,TGO,G212,HRB,CN,2605
CN-2605-BEKOL-APSMS,19,HRB,A588,SIMLI,CN,2605
CN-2605-BEKOL-APSMS,20,SIMLI,DCT,BEKOL,CN,2605
CN-2605-BEKOL-APSMS,21,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-APSMS,22,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-APSMS,23,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-APSMS,24,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-APSMS,25,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-APSMS,26,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-APSMS,27,OMBON,W195,MORIT,CN,2605
CN-2605-BEKOL-APSMS,28,MORIT,DCT,BEKOL,CN,2605
CN-2605-BEKOL-APSMS,29,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-APSMS,30,SHL,W26,UPRIK,CN,2605
CN-2605-BEKOL-APSMS,31,UPRIK,W41,OMDUP,CN,2605
CN-2605-BEKOL-APSMS,32,OMDUP,G471,PLT,CN,2605
CN-2605-BEKOL-APSMS,33,PLT,A599,JTN,CN,2605
CN-2605-BEKOL-APSMS,34,JTN,G327,LAMEN,CN,2605
CN-2605-BEKOL-APSMS,35,LAMEN,A593,SADLI,CN,2605
CN-2605-BEKOL-ARGUK,1,BEKOL,A461,BUBDA,CN,2605
CN-2605-BEKOL-ARGUK,2,BUBDA,W56,VYK,CN,2605
CN-2605-BEKOL-ARGUK,3,VYK,G212,SOTMU,CN,2605
CN-2605-BEKOL-ARGUK,4,SOTMU,B339,HUR,CN,2605
CN-2605-BEKOL-ARGUK,5,HUR,B334,TGO,CN,2605
CN-2605-BEKOL-ARGUK,6,TGO,G212,ARGUK,CN,2605
CN-2605-BEKOL-BISUN,1,BEKOL,A461,BUBDA,CN,2605
CN-2605-BEKOL-BISUN,2,BUBDA,W56,VYK,CN,2605
CN-2605-BEKOL-BISUN,3,VYK,G212,SOTMU,CN,2605
CN-2605-BEKOL-BISUN,4,SOTMU,B339,HUR,CN,2605
CN-2605-BEKOL-BISUN,5,HUR,B334,TGO,CN,2605
CN-2605-BEKOL-BISUN,6,TGO,G341,WQG,CN,2605
CN-2605-BEKOL-BISUN,7,WQG,B451,BISUN,CN,2605
CN-2605-BEKOL-G470-KAMUD,1,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-KAMUD,2,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-G470-KAMUD,3,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-G470-KAMUD,4,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-G470-KAMUD,5,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-G470-KAMUD,6,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-G470-KAMUD,7,OMBON,W195,IDOPA,CN,2605
CN-2605-BEKOL-G470-KAMUD,8,IDOPA,W197,ANDIM,CN,2605
CN-2605-BEKOL-G470-KAMUD,9,ANDIM,B215,IBANO,CN,2605
CN-2605-BEKOL-G470-KAMUD,10,IBANO,G470,AKLAS,CN,2605
CN-2605-BEKOL-G470-KAMUD,11,AKLAS,W192,FKG,CN,2605
CN-2605-BEKOL-G470-KAMUD,12,FKG,B215,KABDO,CN,2605
CN-2605-BEKOL-G470-KAMUD,13,KABDO,W119,LIMDO,CN,2605
CN-2605-BEKOL-G470-KAMUD,14,LIMDO,A468,KAMUD,CN,2605
CN-2605-BEKOL-G470-RULAD,1,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-RULAD,2,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-G470-RULAD,3,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-G470-RULAD,4,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-G470-RULAD,5,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-G470-RULAD,6,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-G470-RULAD,7,OMBON,W195,IDOPA,CN,2605
CN-2605-BEKOL-G470-RULAD,8,IDOPA,W197,ANDIM,CN,2605
CN-2605-BEKOL-G470-RULAD,9,ANDIM,B215,IBANO,CN,2605
CN-2605-BEKOL-G470-RULAD,10,IBANO,G470,AKLAS,CN,2605
CN-2605-BEKOL-G470-RULAD,11,AKLAS,W192,FKG,CN,2605
CN-2605-BEKOL-G470-RULAD,12,FKG,B215,KABDO,CN,2605
CN-2605-BEKOL-G470-RULAD,13,KABDO,W119,GOBOK,CN,2605
CN-2605-BEKOL-G470-RULAD,14,GOBOK,A343,RULAD,CN,2605
CN-2605-BEKOL-G470-SARIN,1,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-SARIN,2,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-G470-SARIN,3,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-G470-SARIN,4,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-G470-SARIN,5,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-G470-SARIN,6,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-G470-SARIN,7,OMBON,W195,IDOPA,CN,2605
CN-2605-BEKOL-G470-SARIN,8,IDOPA,W197,ANDIM,CN,2605
CN-2605-BEKOL-G470-SARIN,9,ANDIM,B215,IBANO,CN,2605
CN-2605-BEKOL-G470-SARIN,10,IBANO,G470,AKLAS,CN,2605
CN-2605-BEKOL-G470-SARIN,11,AKLAS,W192,FKG,CN,2605
CN-2605-BEKOL-G470-SARIN,12,FKG,A368,SARIN,CN,2605
CN-2605-BEKOL-G470-SGM,1,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-SGM,2,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-G470-SGM,3,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-G470-SGM,4,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-G470-SGM,5,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-G470-SGM,6,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-G470-SGM,7,OMBON,W195,IDOPA,CN,2605
CN-2605-BEKOL-G470-SGM,8,IDOPA,W197,ANDIM,CN,2605
CN-2605-BEKOL-G470-SGM,9,ANDIM,B215,IBANO,CN,2605
CN-2605-BEKOL-G470-SGM,10,IBANO,G470,AKLAS,CN,2605
CN-2605-BEKOL-G470-SGM,11,AKLAS,W192,FKG,CN,2605
CN-2605-BEKOL-G470-SGM,12,FKG,A368,SARIN,CN,2605
CN-2605-BEKOL-G470-SGM,13,SARIN,DCT,BEKOL,CN,2605
CN-2605-BEKOL-G470-SGM,14,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-SGM,15,SHL,W22,TEPID,CN,2605
CN-2605-BEKOL-G470-SGM,16,TEPID,W24,OSNOV,CN,2605
CN-2605-BEKOL-G470-SGM,17,OSNOV,G586,QP,CN,2605
CN-2605-BEKOL-G470-SGM,18,QP,B330,ELKAL,CN,2605
CN-2605-BEKOL-G470-SGM,19,ELKAL,W179,OMBON,CN,2605
CN-2605-BEKOL-G470-SGM,20,OMBON,W195,IDOPA,CN,2605
CN-2605-BEKOL-G470-SGM,21,IDOPA,W197,ANDIM,CN,2605
CN-2605-BEKOL-G470-SGM,22,ANDIM,B215,IBANO,CN,2605
CN-2605-BEKOL-G470-SGM,23,IBANO,G470,AKLAS,CN,2605
CN-2605-BEKOL-G470-SGM,24,AKLAS,W192,FKG,CN,2605
CN-2605-BEKOL-G470-SGM,25,FKG,G588,NIRAV,CN,2605
CN-2605-BEKOL-G470-SGM,26,NIRAV,B206,GOPTO,CN,2605
CN-2605-BEKOL-G470-SGM,27,GOPTO,DCT,BEKOL,CN,2605
CN-2605-BEKOL-G470-SGM,28,BEKOL,A461,SHL,CN,2605
CN-2605-BEKOL-G470-SGM,29,SHL,W22,TEPID,CN,2605
