route_id,leg_sequence,from_fix,airway,to_fix,region_code,aip_cycle
CN-2605-BISUN-ZHHH-01,5,MAKNO,W5,HCH,CN,2605
CN-2605-BISUN-ZHHH-01,6,HCH,W4,IPNIT,CN,2605
CN-2605-BISUN-ZHHH-01,7,IPNIT,W37,PONUD,CN,2605
CN-2605-BISUN-ZJSY-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZJSY-01,2,WQG,G341,TGO,CN,2605
CN-2605-BISUN-ZJSY-01,3,TGO,G212,VYK,CN,2605
CN-2605-BISUN-ZJSY-01,4,VYK,W37,OMBEB,CN,2605
CN-2605-BISUN-ZJSY-01,5,OMBEB,R473,POU,CN,2605
CN-2605-BISUN-ZJSY-01,6,POU,B330,TAMOT,CN,2605
CN-2605-BISUN-ZJSY-01,7,TAMOT,DCT,SIKOU,CN,2605
CN-2605-BISUN-ZJSY-01,8,SIKOU,A202,SAMAS,CN,2605
CN-2605-BISUN-ZJSY-01,9,SAMAS,G221,WL,CN,2605
CN-2605-BISUN-ZSNJ-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZSNJ-01,2,WQG,G341,TGO,CN,2605
CN-2605-BISUN-ZSNJ-01,3,TGO,G212,SOTMU,CN,2605
CN-2605-BISUN-ZSNJ-01,4,SOTMU,W98,ELKUR,CN,2605
CN-2605-BISUN-ZSNJ-01,5,ELKUR,W40,YQG,CN,2605
CN-2605-BISUN-ZSNJ-01,6,YQG,W142,DALIM,CN,2605
CN-2605-BISUN-ZSNJ-01,7,DALIM,A593,DPX,CN,2605
CN-2605-BISUN-ZSNJ-01,8,DPX,A470,OF,CN,2605
CN-2605-BISUN-ZSPD-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZSPD-01,2,WQG,G341,LJB,CN,2605
CN-2605-BISUN-ZSPD-01,3,LJB,A588,CHI,CN,2605
CN-2605-BISUN-ZSPD-01,4,CHI,W107,SANKO,CN,2605
CN-2605-BISUN-ZSPD-01,5,SANKO,A326,AKARA,CN,2605
CN-2605-BISUN-ZSPD-01,6,AKARA,A593,PUD,CN,2605
CN-2605-BISUN-ZYCC-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZYCC-01,2,WQG,G341,LJB,CN,2605
CN-2605-BISUN-ZYHB-01,1,BISUN,B451,KETOV,CN,2605
CN-2605-BISUN-ZYMD-01,1,BISUN,B451,UGABI,CN,2605
CN-2605-BISUN-ZYMD-01,2,UGABI,W39,MDJ,CN,2605
CN-2605-BISUN-ZYTL-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZYTL-01,2,WQG,G341,LJB,CN,2605
CN-2605-BISUN-ZYTL-01,3,LJB,A588,VENOS,CN,2605
CN-2605-BISUN-ZYTX-01,1,BISUN,B451,WQG,CN,2605
CN-2605-BISUN-ZYTX-01,2,WQG,G341,LJB,CN,2605
CN-2605-BISUN-ZYTX-01,3,LJB,A588,LEMOT,CN,2605
CN-2605-BUNTA-ZBAA-01,1,BUNTA,G221,SYX,CN,2605
CN-2605-BUNTA-ZBAA-01,2,SYX,W222,NUMKU,CN,2605
CN-2605-BUNTA-ZBAA-01,3,NUMKU,W223,AGTEL,CN,2605
CN-2605-BUNTA-ZBAA-01,4,AGTEL,W71,LH,CN,2605
CN-2605-BUNTA-ZBAA-01,5,LH,R339,BHY,CN,2605
CN-2605-BUNTA-ZBAA-01,6,BHY,W159,LBN,CN,2605
CN-2605-BUNTA-ZBAA-01,7,LBN,W2,SJG,CN,2605
CN-2605-BUNTA-ZBAA-01,8,SJG,W102,EMVIL,CN,2605
CN-2605-BUNTA-ZBAA-01,9,EMVIL,W282,UPSIK,CN,2605
CN-2605-BUNTA-ZBAA-01,10,UPSIK,W4,VADMO,CN,2605
CN-2605-BUNTA-ZBAA-01,11,VADMO,W56,DUGEB,CN,2605
CN-2605-BUNTA-ZBAD-01,1,BUNTA,G221,SYX,CN,2605
CN-2605-BUNTA-ZBAD-01,2,SYX,W222,NUMKU,CN,2605
CN-2605-BUNTA-ZBAD-01,3,NUMKU,W223,AGTEL,CN,2605
CN-2605-BUNTA-ZBAD-01,4,AGTEL,W71,LH,CN,2605
CN-2605-BUNTA-ZBAD-01,5,LH,R339,BHY,CN,2605
CN-2605-BUNTA-ZBAD-01,6,BHY,W159,LBN,CN,2605
CN-2605-BUNTA-ZBAD-01,7,LBN,W2,SJG,CN,2605
CN-2605-BUNTA-ZBAD-01,8,SJG,W102,EMVIL,CN,2605
CN-2605-BUNTA-ZBAD-01,9,EMVIL,W282,UPSIK,CN,2605
CN-2605-BUNTA-ZBAD-01,10,UPSIK,W4,LIMGI,CN,2605
CN-2605-BUNTA-ZBAD-01,11,LIMGI,W175,OLGUP,CN,2605
CN-2605-BUNTA-ZBAD-01,12,OLGUP,G212,BELAX,CN,2605
CN-2605-BUNTA-ZGGG-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZGGG-01,2,IKELA,DCT,TAMOT,CN,2605
CN-2605-BUNTA-ZGGG-01,3,TAMOT,W68,IDUMA,CN,2605
CN-2605-BUNTA-ZGNN-01,1,BUNTA,G221,SYX,CN,2605
CN-2605-BUNTA-ZGNN-01,2,SYX,W222,NUMKU,CN,2605
CN-2605-BUNTA-ZGNN-01,3,NUMKU,W223,AGTEL,CN,2605
CN-2605-BUNTA-ZGNN-01,4,AGTEL,W71,LH,CN,2605
CN-2605-BUNTA-ZGNN-01,5,LH,R339,WUY,CN,2605
CN-2605-BUNTA-ZGOW-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZGOW-01,2,IKELA,DCT,DOTMI,CN,2605
CN-2605-BUNTA-ZGZJ-01,1,BUNTA,G221,SYX,CN,2605
CN-2605-BUNTA-ZGZJ-01,2,SYX,W222,NUMKU,CN,2605
CN-2605-BUNTA-ZGZJ-01,3,NUMKU,W223,AGTEL,CN,2605
CN-2605-BUNTA-ZGZJ-01,4,AGTEL,W71,LH,CN,2605
CN-2605-BUNTA-ZJHK-01,1,BUNTA,G221,SYX,CN,2605
CN-2605-BUNTA-ZJHK-01,2,SYX,W222,NUMKU,CN,2605
CN-2605-BUNTA-ZJQH-01,1,BUNTA,G221,ANPIM,CN,2605
CN-2605-BUNTA-ZJSY-01,1,BUNTA,G221,WL,CN,2605
CN-2605-BUNTA-ZSAM-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZSAM-01,2,IKELA,DCT,MAGOG,CN,2605
CN-2605-BUNTA-ZSAM-01,3,MAGOG,A470,TEBON,CN,2605
CN-2605-BUNTA-ZSFZ-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZSFZ-01,2,IKELA,DCT,MAGOG,CN,2605
CN-2605-BUNTA-ZSFZ-01,3,MAGOG,A470,ENVEN,CN,2605
CN-2605-BUNTA-ZSHC-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZSHC-01,2,IKELA,DCT,MAGOG,CN,2605
CN-2605-BUNTA-ZSHC-01,3,MAGOG,A470,UGAGO,CN,2605
CN-2605-BUNTA-ZSNB-01,1,BUNTA,A1,IKELA,CN,2605
CN-2605-BUNTA-ZSNB-01,2,IKELA,DCT,MAGOG,CN,2605
CN-2605-BUNTA-ZSNB-01,3,MAGOG,A470,LJG,CN,2605
CN-2605-BUNTA-ZSNB-01,4,LJG,B221,SHZ,CN,2605
CN-2605-GOLOT-TEBAK,1,GOLOT,A345,BIDIB,CN,2605
CN-2605-GOLOT-TEBAK,2,BIDIB,A575,CHG,CN,2605
CN-2605-GOLOT-TEBAK,3,CHG,G332,MUDAM,CN,2605
CN-2605-GOLOT-TEBAK,4,MUDAM,G212,BUMDU,CN,2605
CN-2605-GOLOT-TEBAK,5,BUMDU,W47,ASAVA,CN,2605
CN-2605-GOLOT-TEBAK,6,ASAVA,W45,NUPTI,CN,2605
CN-2605-GOLOT-TEBAK,7,NUPTI,R343,WUY,CN,2605
CN-2605-GOLOT-TEBAK,8,WUY,R474,TEBAK,CN,2605
CN-2605-GOLOT-TELOK,1,GOLOT,A345,TELOK,CN,2605
CN-2605-GOLOT-VMMC,1,GOLOT,A345,BIDIB,CN,2605
CN-2605-GOLOT-VMMC,2,BIDIB,A575,CHG,CN,2605
CN-2605-GOLOT-VMMC,3,CHG,G332,MUDAM,CN,2605
CN-2605-GOLOT-VMMC,4,MUDAM,G212,VYK,CN,2605
CN-2605-GOLOT-VMMC,5,VYK,W37,OMBEB,CN,2605
CN-2605-GOLOT-VMMC,6,OMBEB,R473,NOLON,CN,2605
CN-2605-GOLOT-VMMC,7,NOLON,W90,POU,CN,2605
CN-2605-GOLOT-VMMC,8,POU,W7,SAREX,CN,2605
CN-2605-GOLOT-VMMC,9,SAREX,W6,LATOP,CN,2605
CN-2605-GOLOT-ZBAA-01,1,GOLOT,A345,BIDIB,CN,2605
CN-2605-GOLOT-ZBAA-01,2,BIDIB,A575,UKDUM,CN,2605
CN-2605-GOLOT-ZBAA-01,3,UKDUM,W49,OSUBA,CN,2605
CN-2605-GOLOT-ZYCC-01,1,GOLOT,A345,BIDIB,CN,2605
CN-2605-GOLOT-ZYCC-01,2,BIDIB,A588,LEMOT,CN,2605
CN-2605-GOLOT-ZYTX-01,1,GOLOT,A345,ANSUK,CN,2605
CN-2605-GOPTO-PURPA,1,GOPTO,B206,NIRAV,CN,2605
CN-2605-GOPTO-PURPA,2,NIRAV,G588,FKG,CN,2605
CN-2605-GOPTO-PURPA,3,FKG,B215,KABDO,CN,2605
CN-2605-GOPTO-PURPA,4,KABDO,W119,LESVI,CN,2605
CN-2605-GOPTO-PURPA,5,LESVI,B215,PURPA,CN,2605
CN-2605-GOPTO-TAMOT,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-TAMOT,2,ADPET,W188,LIKMI,CN,2605
CN-2605-GOPTO-TAMOT,3,LIKMI,W270,NOLOM,CN,2605
CN-2605-GOPTO-TAMOT,4,NOLOM,B330,KWE,CN,2605
CN-2605-GOPTO-TAMOT,5,KWE,W181,DUDIT,CN,2605
CN-2605-GOPTO-TAMOT,6,DUDIT,A599,POU,CN,2605
CN-2605-GOPTO-TAMOT,7,POU,B330,TAMOT,CN,2605
CN-2605-GOPTO-TEBAK,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-TEBAK,2,ADPET,W188,LIKMI,CN,2605
CN-2605-GOPTO-TEBAK,3,LIKMI,W270,NOLOM,CN,2605
CN-2605-GOPTO-TEBAK,4,NOLOM,B330,SJG,CN,2605
CN-2605-GOPTO-TEBAK,5,SJG,W2,LBN,CN,2605
CN-2605-GOPTO-TEBAK,6,LBN,R343,WUY,CN,2605
CN-2605-GOPTO-TEBAK,7,WUY,R474,TEBAK,CN,2605
CN-2605-GOPTO-VHHH,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-VHHH,2,ADPET,W188,LIKMI,CN,2605
CN-2605-GOPTO-VHHH,3,LIKMI,W270,NOLOM,CN,2605
CN-2605-GOPTO-VHHH,4,NOLOM,B330,KWE,CN,2605
CN-2605-GOPTO-VHHH,5,KWE,W181,DUDIT,CN,2605
CN-2605-GOPTO-VHHH,6,DUDIT,A599,POU,CN,2605
CN-2605-GOPTO-VHHH,7,POU,R473,SIERA,CN,2605
CN-2605-GOPTO-ZGSZ-01,1,GOPTO,B206,NIRAV,CN,2605
CN-2605-GOPTO-ZGSZ-01,2,NIRAV,G588,FKG,CN,2605
CN-2605-GOPTO-ZGSZ-01,3,FKG,W192,ESDEX,CN,2605
CN-2605-GOPTO-ZGSZ-01,4,ESDEX,W191,DNC,CN,2605
CN-2605-GOPTO-ZGSZ-01,5,DNC,W565,BIGUX,CN,2605
CN-2605-GOPTO-ZGSZ-01,6,BIGUX,B330,KWE,CN,2605
CN-2605-GOPTO-ZGSZ-01,7,KWE,W181,DUDIT,CN,2605
CN-2605-GOPTO-ZGSZ-01,8,DUDIT,A599,POU,CN,2605
CN-2605-GOPTO-ZGSZ-01,9,POU,W7,SAREX,CN,2605
CN-2605-GOPTO-ZGSZ-02,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-ZGSZ-02,2,ADPET,W188,DAKPA,CN,2605
CN-2605-GOPTO-ZGSZ-02,3,DAKPA,W189,AKLAS,CN,2605
CN-2605-GOPTO-ZGSZ-02,4,AKLAS,W192,ESDEX,CN,2605
CN-2605-GOPTO-ZGSZ-02,5,ESDEX,W191,DNC,CN,2605
CN-2605-GOPTO-ZGSZ-02,6,DNC,W565,BIGUX,CN,2605
CN-2605-GOPTO-ZGSZ-02,7,BIGUX,B330,KWE,CN,2605
CN-2605-GOPTO-ZGSZ-02,8,KWE,W181,DUDIT,CN,2605
CN-2605-GOPTO-ZGSZ-02,9,DUDIT,A599,POU,CN,2605
CN-2605-GOPTO-ZGSZ-02,10,POU,W7,SAREX,CN,2605
CN-2605-GOPTO-ZPPP-01,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-ZPPP-01,2,ADPET,W188,DAKPA,CN,2605
CN-2605-GOPTO-ZPPP-01,3,DAKPA,W189,AKLAS,CN,2605
CN-2605-GOPTO-ZPPP-01,4,AKLAS,W192,ESDEX,CN,2605
CN-2605-GOPTO-ZPPP-01,5,ESDEX,W191,DNC,CN,2605
CN-2605-GOPTO-ZPPP-01,6,DNC,W565,BIGUX,CN,2605
CN-2605-GOPTO-ZPPP-01,7,BIGUX,B330,UBKER,CN,2605
CN-2605-GOPTO-ZPPP-01,8,UBKER,G212,SGM,CN,2605
CN-2605-GOPTO-ZUUU-01,1,GOPTO,B206,NIRAV,CN,2605
CN-2605-GOPTO-ZUUU-01,2,NIRAV,G588,FKG,CN,2605
CN-2605-GOPTO-ZUUU-01,3,FKG,W192,ESDEX,CN,2605
CN-2605-GOPTO-ZUUU-01,4,ESDEX,W191,DNC,CN,2605
CN-2605-GOPTO-ZUUU-01,5,DNC,W565,BIGUX,CN,2605
CN-2605-GOPTO-ZUUU-01,6,BIGUX,B330,MEXAD,CN,2605
CN-2605-GOPTO-ZUUU-02,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-ZUUU-02,2,ADPET,W188,DAKPA,CN,2605
CN-2605-GOPTO-ZUUU-02,3,DAKPA,W189,AKLAS,CN,2605
CN-2605-GOPTO-ZUUU-02,4,AKLAS,W192,ESDEX,CN,2605
CN-2605-GOPTO-ZUUU-02,5,ESDEX,W191,DNC,CN,2605
CN-2605-GOPTO-ZUUU-02,6,DNC,W565,BIGUX,CN,2605
CN-2605-GOPTO-ZUUU-02,7,BIGUX,B330,MEXAD,CN,2605
CN-2605-GOPTO-ZWWW-01,1,GOPTO,B206,ADPET,CN,2605
CN-2605-GOPTO-ZWWW-01,2,ADPET,W190,QTV,CN,2605
CN-2605-GOPTO-ZWWW-01,3,QTV,W99,FKG,CN,2605
CN-2605-GOPTO-ZWWW-01,4,FKG,B215,WUR,CN,2605
CN-2605-INTIK-SADLI,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-SADLI,2,HET,B208,CGO,CN,2605
CN-2605-INTIK-SADLI,3,CGO,W129,KAMDA,CN,2605
CN-2605-INTIK-SADLI,4,KAMDA,W128,FYG,CN,2605
CN-2605-INTIK-SADLI,5,FYG,B208,HFE,CN,2605
CN-2605-INTIK-SADLI,6,HFE,R343,PK,CN,2605
CN-2605-INTIK-SADLI,7,PK,W116,JTN,CN,2605
CN-2605-INTIK-SADLI,8,JTN,G327,LAMEN,CN,2605
CN-2605-INTIK-SADLI,9,LAMEN,A593,SADLI,CN,2605
CN-2605-INTIK-TAMOT,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-TAMOT,2,LHT,B458,DADGA,CN,2605
CN-2605-INTIK-TAMOT,3,DADGA,W37,OMBEB,CN,2605
CN-2605-INTIK-TAMOT,4,OMBEB,R473,WYN,CN,2605
CN-2605-INTIK-TAMOT,5,WYN,W18,TAMOT,CN,2605
CN-2605-INTIK-TEBAK,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-TEBAK,2,HET,B208,SQ,CN,2605
CN-2605-INTIK-TEBAK,3,SQ,W45,NUPTI,CN,2605
CN-2605-INTIK-TEBAK,4,NUPTI,R343,WUY,CN,2605
CN-2605-INTIK-TEBAK,5,WUY,R474,TEBAK,CN,2605
CN-2605-INTIK-VHHH,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-VHHH,2,LHT,B458,DADGA,CN,2605
CN-2605-INTIK-VHHH,3,DADGA,W37,OMBEB,CN,2605
CN-2605-INTIK-VHHH,4,OMBEB,R473,WYN,CN,2605
CN-2605-INTIK-VHHH,5,WYN,W18,NLG,CN,2605
CN-2605-INTIK-VHHH,6,NLG,W23,ZUH,CN,2605
CN-2605-INTIK-VHHH,7,ZUH,R473,SIERA,CN,2605
CN-2605-INTIK-ZBAA-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZBAA-01,2,LHT,B458,BIKUT,CN,2605
CN-2605-INTIK-ZBAA-01,3,BIKUT,W69,GUVBA,CN,2605
CN-2605-INTIK-ZBAD-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZBAD-01,2,LHT,B458,TMR,CN,2605
CN-2605-INTIK-ZBAD-01,3,TMR,W65,SELGO,CN,2605
CN-2605-INTIK-ZBAD-01,4,SELGO,W247,IVTIN,CN,2605
CN-2605-INTIK-ZBAD-01,5,IVTIN,W64,ELAPU,CN,2605
CN-2605-INTIK-ZBDS-01,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-ZBDS-01,2,HET,W84,TOREL,CN,2605
CN-2605-INTIK-ZBDS-01,3,TOREL,W69,DUDIL,CN,2605
CN-2605-INTIK-ZBDS-01,4,DUDIL,W101,ALGOV,CN,2605
CN-2605-INTIK-ZBER-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZBHH-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZBHH-01,2,LHT,B458,TMR,CN,2605
CN-2605-INTIK-ZBSJ-01,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-ZBSJ-01,2,HET,B208,AGVUR,CN,2605
CN-2605-INTIK-ZBSJ-01,3,AGVUR,W87,BESGI,CN,2605
CN-2605-INTIK-ZBSJ-01,4,BESGI,G212,TONOV,CN,2605
CN-2605-INTIK-ZBTJ-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZBTJ-01,2,LHT,B458,BIKUT,CN,2605
CN-2605-INTIK-ZBTJ-01,3,BIKUT,W69,GUVBA,CN,2605
CN-2605-INTIK-ZGSZ-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZGSZ-01,2,LHT,B458,DADGA,CN,2605
CN-2605-INTIK-ZGSZ-01,3,DADGA,W37,OMBEB,CN,2605
CN-2605-INTIK-ZGSZ-01,4,OMBEB,R473,NOLON,CN,2605
CN-2605-INTIK-ZGSZ-01,5,NOLON,W90,POU,CN,2605
CN-2605-INTIK-ZGSZ-01,6,POU,W7,SAREX,CN,2605
CN-2605-INTIK-ZLXY-01,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-ZLXY-01,2,HET,W84,IBARO,CN,2605
CN-2605-INTIK-ZLXY-01,3,IBARO,W47,LOVRA,CN,2605
CN-2605-INTIK-ZSNJ-01,1,INTIK,W32,HET,CN,2605
CN-2605-INTIK-ZSNJ-01,2,HET,B208,CGO,CN,2605
CN-2605-INTIK-ZSNJ-01,3,CGO,W129,KAMDA,CN,2605
CN-2605-INTIK-ZSNJ-01,4,KAMDA,W128,FYG,CN,2605
CN-2605-INTIK-ZSNJ-01,5,FYG,B208,HFE,CN,2605
CN-2605-INTIK-ZSNJ-01,6,HFE,W51,LEGIV,CN,2605
CN-2605-INTIK-ZSNJ-01,7,LEGIV,W164,OREVO,CN,2605
CN-2605-INTIK-ZYCC-01,1,INTIK,A575,LHT,CN,2605
CN-2605-INTIK-ZYCC-01,2,LHT,B458,TMR,CN,2605
CN-2605-INTIK-ZYCC-01,3,TMR,W86,KAKAT,CN,2605
CN-2605-INTIK-ZYCC-01,4,KAKAT,B334,TGO,CN,2605
CN-2605-INTIK-ZYCC-01,5,TGO,G341,BUTET,CN,2605
CN-2605-INTIK-ZYTX-01,1,INTIK,A575,OMDUS,CN,2605
CN-2605-KAMUD-AGAVO,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-AGAVO,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-AGAVO,3,FKG,W188,LIKMI,CN,2605
CN-2605-KAMUD-AGAVO,4,LIKMI,W270,DKO,CN,2605
CN-2605-KAMUD-AGAVO,5,DKO,W69,HUR,CN,2605
CN-2605-KAMUD-AGAVO,6,HUR,B339,LADIX,CN,2605
CN-2605-KAMUD-AGAVO,7,LADIX,W34,VAPGU,CN,2605
CN-2605-KAMUD-AGAVO,8,VAPGU,W100,ORAVA,CN,2605
CN-2605-KAMUD-AGAVO,9,ORAVA,W201,UNSEK,CN,2605
CN-2605-KAMUD-AGAVO,10,UNSEK,A326,DONVO,CN,2605
CN-2605-KAMUD-AGAVO,11,DONVO,G597,AGAVO,CN,2605
CN-2605-KAMUD-G470-TAMOT,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-G470-TAMOT,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-G470-TAMOT,3,FKG,W192,ESDEX,CN,2605
CN-2605-KAMUD-G470-TAMOT,4,ESDEX,W191,DNC,CN,2605
CN-2605-KAMUD-G470-TAMOT,5,DNC,W565,BIGUX,CN,2605
CN-2605-KAMUD-G470-TAMOT,6,BIGUX,B330,KWE,CN,2605
CN-2605-KAMUD-G470-TAMOT,7,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-G470-TAMOT,8,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-G470-TAMOT,9,POU,B330,TAMOT,CN,2605
CN-2605-KAMUD-G470-VHHH,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-G470-VHHH,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-G470-VHHH,3,FKG,W192,ESDEX,CN,2605
CN-2605-KAMUD-G470-VHHH,4,ESDEX,W191,DNC,CN,2605
CN-2605-KAMUD-G470-VHHH,5,DNC,W565,BIGUX,CN,2605
CN-2605-KAMUD-G470-VHHH,6,BIGUX,B330,KWE,CN,2605
CN-2605-KAMUD-G470-VHHH,7,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-G470-VHHH,8,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-G470-VHHH,9,POU,R473,SIERA,CN,2605
CN-2605-KAMUD-SAGAG,1,KAMUD,W186,SADAN,CN,2605
CN-2605-KAMUD-SAGAG,2,SADAN,W187,TUSLI,CN,2605
CN-2605-KAMUD-SAGAG,3,TUSLI,W112,VIKUP,CN,2605
CN-2605-KAMUD-SAGAG,4,VIKUP,W191,DNC,CN,2605
CN-2605-KAMUD-SAGAG,5,DNC,W565,BIGUX,CN,2605
CN-2605-KAMUD-SAGAG,6,BIGUX,B330,UBKER,CN,2605
CN-2605-KAMUD-SAGAG,7,UBKER,G212,SGM,CN,2605
CN-2605-KAMUD-SAGAG,8,SGM,A581,SAGAG,CN,2605
CN-2605-KAMUD-TAMOT,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-TAMOT,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-TAMOT,3,FKG,W188,LIKMI,CN,2605
CN-2605-KAMUD-TAMOT,4,LIKMI,W270,NOLOM,CN,2605
CN-2605-KAMUD-TAMOT,5,NOLOM,B330,KWE,CN,2605
CN-2605-KAMUD-TAMOT,6,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-TAMOT,7,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-TAMOT,8,POU,B330,TAMOT,CN,2605
CN-2605-KAMUD-VHHH,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-VHHH,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-VHHH,3,FKG,W188,LIKMI,CN,2605
CN-2605-KAMUD-VHHH,4,LIKMI,W270,NOLOM,CN,2605
CN-2605-KAMUD-VHHH,5,NOLOM,B330,KWE,CN,2605
CN-2605-KAMUD-VHHH,6,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-VHHH,7,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-VHHH,8,POU,R473,SIERA,CN,2605
CN-2605-KAMUD-W186-VHHH,1,KAMUD,W186,SADAN,CN,2605
CN-2605-KAMUD-W186-VHHH,2,SADAN,W187,TUSLI,CN,2605
CN-2605-KAMUD-W186-VHHH,3,TUSLI,W112,VIKUP,CN,2605
CN-2605-KAMUD-W186-VHHH,4,VIKUP,W191,DNC,CN,2605
CN-2605-KAMUD-W186-VHHH,5,DNC,W565,BIGUX,CN,2605
CN-2605-KAMUD-W186-VHHH,6,BIGUX,B330,KWE,CN,2605
CN-2605-KAMUD-W186-VHHH,7,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-W186-VHHH,8,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-W186-VHHH,9,POU,R473,SIERA,CN,2605
CN-2605-KAMUD-Y1-TAMOT,1,KAMUD,W186,SADAN,CN,2605
CN-2605-KAMUD-Y1-TAMOT,2,SADAN,Y1,OMBON,CN,2605
CN-2605-KAMUD-Y1-TAMOT,3,OMBON,W245,OVRAL,CN,2605
CN-2605-KAMUD-Y1-TAMOT,4,OVRAL,B330,KWE,CN,2605
CN-2605-KAMUD-Y1-TAMOT,5,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-Y1-TAMOT,6,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-Y1-TAMOT,7,POU,B330,TAMOT,CN,2605
CN-2605-KAMUD-Y1-VHHH,1,KAMUD,W186,SADAN,CN,2605
CN-2605-KAMUD-Y1-VHHH,2,SADAN,Y1,OMBON,CN,2605
CN-2605-KAMUD-Y1-VHHH,3,OMBON,W245,OVRAL,CN,2605
CN-2605-KAMUD-Y1-VHHH,4,OVRAL,B330,KWE,CN,2605
CN-2605-KAMUD-Y1-VHHH,5,KWE,W181,DUDIT,CN,2605
CN-2605-KAMUD-Y1-VHHH,6,DUDIT,A599,POU,CN,2605
CN-2605-KAMUD-Y1-VHHH,7,POU,R473,SIERA,CN,2605
CN-2605-KAMUD-ZBAA-01,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-ZBAA-01,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-ZBAA-01,3,FKG,W188,LIKMI,CN,2605
CN-2605-KAMUD-ZBAA-01,4,LIKMI,W270,DKO,CN,2605
CN-2605-KAMUD-ZBAA-01,5,DKO,W69,GUVBA,CN,2605
CN-2605-KAMUD-ZBAD-01,1,KAMUD,A468,XKC,CN,2605
CN-2605-KAMUD-ZBAD-01,2,XKC,B215,FKG,CN,2605
CN-2605-KAMUD-ZBAD-01,3,FKG,W188,LIKMI,CN,2605
CN-2605-KAMUD-ZBAD-01,4,LIKMI,W270,DKO,CN,2605
CN-2605-KAMUD-ZBAD-01,5,DKO,W64,ELAPU,CN,2605
CN-2605-KAMUD-ZBAD-02,1,KAMUD,W186,SADAN,CN,2605
CN-2605-KAMUD-ZBAD-02,2,SADAN,W187,TUSLI,CN,2605
CN-2605-KAMUD-ZBAD-02,3,TUSLI,W112,VIKUP,CN,2605
CN-2605-KAMUD-ZBAD-02,4,VIKUP,W191,PANRA,CN,2605
CN-2605-KAMUD-ZBAD-02,5,PANRA,W212,ATERO,CN,2605
CN-2605-KAMUD-ZBAD-02,6,ATERO,W211,ZWX,CN,2605
