Arpt_ICAO	Procedure Type	Procedure Ident
KSTJ	SIAP	R13
KSTJ	SIAP	R17
KSTJ	SIAP	R31
KSTJ	SIAP	R35
KSTJ	SIAP	S17
KSTJ	SIAP	S35
KSTJ	SID	CHIEF9
KSTJ	SID	LAKES5
KSTJ	SID	RACER8
KSTJ	SID	ROYAL2
KSTJ	SID	TIFTO8
KSTJ	SID	WLDCT6
KSTJ	STAR	BQS8
KSTJ	STAR	JHAWK8
KSTJ	STAR	TYGER7
KSTK	SIAP	R15
KSTK	SIAP	R33
KSTL	SIAP	H11-Z
KSTL	SIAP	H12LZ
KSTL	SIAP	H12RZ
KSTL	SIAP	H29-Z
KSTL	SIAP	H30LZ
KSTL	SIAP	H30RZ
KSTL	SIAP	I11
KSTL	SIAP	I12L
KSTL	SIAP	I12R
KSTL	SIAP	I24
KSTL	SIAP	I29
KSTL	SIAP	I30L
KSTL	SIAP	I30R
KSTL	SIAP	L06
KSTL	SIAP	L11
KSTL	SIAP	L12L
KSTL	SIAP	L12R
KSTL	SIAP	L24
KSTL	SIAP	L29
KSTL	SIAP	L30L
KSTL	SIAP	L30R
KSTL	SIAP	R06
KSTL	SIAP	R11-Y
KSTL	SIAP	R12LY
KSTL	SIAP	R12RY
KSTL	SIAP	R24
KSTL	SIAP	R29-Y
KSTL	SIAP	R30LY
KSTL	SIAP	R30RY
KSTL	SID	BERYY6
KSTL	SID	BGOOD5
KSTL	SID	BRAKK5
KSTL	SID	CHUUC6
KSTL	SID	DRUSE5
KSTL	SID	EEMOS5
KSTL	SID	GATWY1
KSTL	SID	JAHNY6
KSTL	SID	JHART7
KSTL	SID	KSHEE5
KSTL	SID	LINDY9
KSTL	SID	NATCA5
KSTL	SID	OZARK8
KSTL	SID	PLESS5
KSTL	SID	ROTRY6
KSTL	SID	TEDDD5
KSTL	SID	WHRLI7
KSTL	STAR	AARCH2
KSTL	STAR	BOOSH3
KSTL	STAR	KAYLA3
KSTL	STAR	KOOOP1
KSTL	STAR	LORLE3
KSTP	SIAP	I14
KSTP	SIAP	I32
KSTP	SIAP	L14
KSTP	SIAP	L32
KSTP	SIAP	R14
KSTP	SIAP	R32
KSTP	SID	COULT7
KSTP	SID	KBREW2
KSTP	SID	ORSKY3
KSTP	SID	RST1
KSTP	SID	SCHEP1
KSTP	SID	WLSTN7
KSTP	SID	ZMBRO7
KSTP	STAR	AGUDE6
KSTP	STAR	ENCEE3
KSTP	STAR	GEP1
KSTP	STAR	TWOLF4
KSTS	SIAP	I32
KSTS	SIAP	L32
KSTS	SIAP	R02
KSTS	SIAP	R14
KSTS	SIAP	R32
KSTS	SID	CHRRO1
KSTS	SID	MMORK1
KSTS	SID	RREHD1
KSTS	STAR	REBAS1
KSTS	STAR	VNYRD1
KSUA	SIAP	R12
KSUA	SIAP	R30
KSUA	SID	SNDLR3
KSUA	STAR	TTYLR4
KSUA	STAR	VUUDU1
KSUE	SIAP	R02
KSUE	SIAP	R10
KSUE	SIAP	R20
KSUE	SIAP	R28
KSUN	SIAP	R31-Y
KSUN	SIAP	R31-Z
KSUN	SID	FLIYN1
KSUN	STAR	YAWNY1
KSUO	SIAP	R34
KSUS	SIAP	I08R
KSUS	SIAP	I26L
KSUS	SIAP	L08R
KSUS	SIAP	L26L
KSUS	SIAP	R08L
KSUS	SIAP	R08R
KSUS	SIAP	R26L
KSUS	SIAP	R26R
KSUS	SID	GATWY1
KSUS	SID	LINDY9
KSUS	SID	OZARK8
KSUS	SID	PLESS5
KSUS	STAR	BUUDD3
KSUS	STAR	DELMA4
KSUS	STAR	DIRTT2
KSUS	STAR	JHAUN1
KSUS	STAR	SLVER1
KSUT	SIAP	R05
KSUT	SIAP	R23
KSUU	STAR	BMBER1
KSUU	STAR	OSVEE2
KSUU	STAR	PEBLL2
KSUU	STAR	SEATO4
KSUU	STAR	SUTHU2
KSUU	STAR	SWR1
KSUU	STAR	WEBGO2
KSUW	SIAP	R04
KSUW	SIAP	R14
KSUW	SIAP	R22
KSUW	SIAP	R32
KSUX	SIAP	I13
KSUX	SIAP	I31
KSUX	SIAP	L13
KSUX	SIAP	L31
KSUX	SIAP	R13
KSUX	SIAP	R18
KSUX	SIAP	R31
KSUX	SIAP	R36
KSUZ	SIAP	I02
KSUZ	SIAP	L02
KSUZ	SIAP	R02
KSUZ	SIAP	R20
KSVC	SIAP	L26
KSVC	SIAP	R08
KSVC	SIAP	R26
KSVC	SID	SVC2
KSVE	SIAP	R29
KSVE	SIAP	RNV-A
KSVE	SID	AHC1
KSVH	SIAP	I28
KSVH	SIAP	L28
KSVH	SIAP	R10
KSVH	SIAP	R28
KSVH	STAR	KABEE3
KSVR	SIAP	R34
KSVR	SID	SVALY2
KSWF	SIAP	I09
KSWF	SIAP	I27
KSWF	SIAP	L09
KSWF	SIAP	L27
KSWF	SIAP	R09
KSWF	SIAP	R16
KSWF	SIAP	R27
KSWF	SIAP	R34
KSWF	SID	SWF9
KSWF	STAR	TRESA1
KSWI	SIAP	R16
KSWI	SIAP	R34
KSWI	SIAP	VDM-A
KSWO	SIAP	D35
KSWO	SIAP	R17
KSWO	SIAP	R35
KSWO	SIAP	S17
KSWT	SIAP	R16
KSWT	SIAP	R34
KSWW	SIAP	R04
KSWW	SIAP	R17
KSWW	SIAP	R22
KSWW	SIAP	R35
KSXK	SIAP	R17
KSXK	SIAP	R35
KSXL	SIAP	RNV-A
KSYF	SIAP	R14
KSYF	SIAP	R32
KSYI	SIAP	D18
KSYI	SIAP	R18
KSYI	SIAP	R36-Y
KSYI	SIAP	R36-Z
KSYI	SIAP	S36
KSYM	SIAP	R02
KSYM	SIAP	R20
KSYR	SIAP	H10-Y
KSYR	SIAP	H28-Y
KSYR	SIAP	I10
KSYR	SIAP	I28
KSYR	SIAP	L10
KSYR	SIAP	L28
KSYR	SIAP	R10-Z
KSYR	SIAP	R15
KSYR	SIAP	R28-Z
KSYR	SIAP	R33
KSYR	SIAP	S15
KSYR	SID	SYR2
KSZT	SIAP	R02-Y
KSZT	SIAP	R02-Z
KSZT	SIAP	R20-Y
KSZT	SIAP	R20-Z
KSZT	SIAP	RNV-B
KSZY	SIAP	R17
KSZY	SIAP	R35
KTAD	SIAP	R03
KTAD	SIAP	R21
KTAD	SID	TAD1
KTAN	SIAP	R12
KTAN	SIAP	R30
KTAN	STAR	WIPOR4
KTAZ	SIAP	R18
KTAZ	SIAP	R36
KTBN	SIAP	I15
KTBN	SIAP	L15
KTBN	SIAP	R15
KTBN	SIAP	R33
KTBN	SIAP	V33
KTBR	SIAP	I32
KTBR	SIAP	L32
KTBR	SIAP	R14
KTBR	SIAP	R32
KTCC	SIAP	R03
KTCC	SIAP	R21
KTCC	SIAP	R26
KTCL	SIAP	I04
KTCL	SIAP	L04
KTCL	SIAP	R04
KTCL	SIAP	R12
KTCL	SIAP	R22
KTCL	SIAP	R30
KTCM	SID	MOCAA4
KTCM	STAR	ADYMS3
KTCM	STAR	ARRIE9
KTCM	STAR	ELN4
KTCM	STAR	WHYTE7
KTCS	SIAP	RNV-A
KTCY	SIAP	R12
KTCY	SIAP	R26
KTCY	SIAP	R30
KTCY	SIAP	S26
KTDF	SIAP	I06
KTDF	SIAP	L06
KTDF	SIAP	R06
KTDF	SIAP	R24
KTDO	SIAP	R06
KTDO	SIAP	R24
KTDO	SID	ATASY3
KTDW	SIAP	R35
KTDZ	SIAP	R04
KTDZ	SIAP	R32
KTEB	SIAP	H06-Z
KTEB	SIAP	H19-Z
KTEB	SIAP	I06-Y
KTEB	SIAP	I06-Z
KTEB	SIAP	I19
KTEB	SIAP	L06-Y
KTEB	SIAP	L06-Z
KTEB	SIAP	L19
KTEB	SIAP	R06-X
KTEB	SIAP	R06-Y
KTEB	SIAP	R19-X
KTEB	SIAP	R19-Y
KTEB	SIAP	R24
KTEB	SID	WENTZ1
KTEB	STAR	JAIKE4
KTEB	STAR	LVZ5
KTEB	STAR	MAZIE3
KTEL	SIAP	R13
KTEL	SIAP	R31
KTEW	SIAP	R10
KTEW	SIAP	R28
KTEX	SIAP	L09
KTEX	SIAP	R09-X
KTEX	SIAP	R09-Y
KTEX	SIAP	R09-Z
KTEX	SIAP	VDM-A
KTFP	SIAP	R14
KTFP	SIAP	R32
KTGC	SIAP	R01
KTGC	SIAP	R19
KTGI	SIAP	RNV-B
KTHA	SIAP	R06
KTHA	SIAP	R18
KTHA	SIAP	R24
KTHA	SIAP	R36
KTHV	SIAP	R17
KTHV	SIAP	R35
KTIF	SIAP	R11
KTIF	SIAP	R29
KTIF	SIAP	S11
KTIF	SIAP	S29
KTIK	STAR	BASTS1
KTIK	STAR	CCASH1
KTIK	STAR	DAWKS1
KTIK	STAR	FAKEY1
KTIK	STAR	GULLI3
KTIK	STAR	JUDDG2
KTIK	STAR	WAYMN1
KTIP	SIAP	R09
KTIP	SIAP	R18
KTIP	SIAP	R27
KTIP	SIAP	R36
KTIW	SIAP	R17
KTIW	SIAP	R35
KTIX	SIAP	I36
KTIX	SIAP	L36
KTIX	SIAP	R09
KTIX	SIAP	R18-Y
KTIX	SIAP	R18-Z
KTIX	SIAP	R36
KTIX	STAR	BITHO7
KTIX	STAR	MINEE6
KTIX	STAR	SLOAO1
KTKC	SIAP	R11
KTKC	SIAP	R29
KTKI	SIAP	I18
KTKI	SIAP	L18
KTKI	SIAP	R18
KTKI	SIAP	R36
KTKI	SIAP	VDM-A
KTKI	SID	BOTCH2
KTKI	SID	DALL4
KTKI	SID	GARL6
KTKI	SID	JPOOL8
KTKI	SID	KING5
KTKI	SID	KUSSO3
KTKI	SID	NANDR4
KTKI	SID	TEX5
KTKI	SID	WORTH1
KTKI	STAR	EESAT4
KTKI	STAR	FINGR1
KTKI	STAR	GREGS1
KTKI	STAR	HERBZ2
KTKI	STAR	JFRYE5
KTKI	STAR	LOADS4
KTKI	STAR	SLANT3
KTKI	STAR	SWVAY4
KTKI	STAR	YEAGR4
KTKV	SIAP	R09
KTKV	SIAP	R27
KTKX	SIAP	R02
KTKX	SIAP	R20
KTLH	SIAP	I27
KTLH	SIAP	I36-Z
KTLH	SIAP	L27
KTLH	SIAP	L36-Z
KTLH	SIAP	R09
KTLH	SIAP	R18
KTLH	SIAP	R27
KTLH	SIAP	R36
KTLH	SIAP	S18
KTLH	SIAP	S36
KTLR	SIAP	R13
KTMA	SIAP	I34
KTMA	SIAP	L34
KTMA	SIAP	R16
KTMA	SIAP	R28
KTMA	SIAP	R34
KTMB	SIAP	I09R
KTMB	SIAP	L09R
KTMB	SIAP	R09L
KTMB	SIAP	R09R
KTMB	SIAP	R27L
KTMB	SIAP	R27R
KTMB	SID	ALTNN2
KTMB	SID	BNGOS4
KTMB	SID	DORRL2
KTMB	SID	FLMGO2
KTMB	SID	FOLZZ3
KTMB	SID	HURCN4
KTMB	SID	LIFRR2
KTMB	SID	MAYNR3
KTMB	SID	MELLZ2
KTMB	STAR	BNFSH3
KTMB	STAR	CSTAL3
KTMB	STAR	DVALL4
KTMB	STAR	FOWEE2
KTMB	STAR	FROGZ5
KTMB	STAR	PALMZ2
KTMB	STAR	SNDBR3
KTMB	STAR	TARPN3
KTMB	STAR	VIICE2
KTME	SIAP	R18
KTME	SIAP	R36
KTME	SID	AEX3
KTME	SID	BLTWY7
KTME	SID	BORRN6
KTME	SID	CRIED1
KTME	SID	ELD1
KTME	SID	GIFFA1
KTME	SID	HOODO7
KTME	SID	INDIE8
KTME	SID	KARRR7
KTME	SID	LFK4
KTME	SID	LOA4
KTME	SID	LURIC8
KTME	SID	MMALT7
KTME	SID	STRYA8
KTME	SID	STYCK8
KTME	SID	WATFO6
KTME	SID	WYLSN8
KTME	STAR	HUDZY5
KTME	STAR	OHIIO4
KTME	STAR	SNDAY1
KTME	STAR	TKNIQ3
KTME	STAR	TSHRT2
KTME	STAR	WAPPL7
KTMK	SIAP	R13
KTMK	SID	FETUJ3
KTNP	SIAP	R26
KTNP	SIAP	S26
KTNT	SIAP	R09
KTNU	SIAP	I32
KTNU	SIAP	L32
KTNU	SIAP	R14
KTNU	SIAP	R32
KTOA	SIAP	I29R
KTOA	SIAP	L29R
KTOA	SIAP	R11L
KTOA	SIAP	R29R
KTOA	SIAP	S11L
KTOA	SID	HAWWC3
KTOA	STAR	KAYOH8
KTOA	STAR	TANDY6
KTOB	SIAP	R16
KTOB	SIAP	R34
KTOC	SIAP	R03
KTOC	SIAP	R21
KTOI	SIAP	I07
KTOI	SIAP	L07
KTOI	SIAP	N07
KTOI	SIAP	R07
KTOI	SIAP	R14
KTOI	SIAP	R25
KTOI	SIAP	R32
KTOL	SIAP	I07-Z
KTOL	SIAP	I25-Z
KTOL	SIAP	L07-Z
KTOL	SIAP	L25-Z
KTOL	SIAP	R07
KTOL	SIAP	R16
KTOL	SIAP	R25
KTOL	SIAP	R34
KTOP	SIAP	B31
KTOP	SIAP	I13
KTOP	SIAP	L13
KTOP	SIAP	R13
KTOP	SIAP	R18
KTOP	SIAP	R31
KTOP	SIAP	R36
KTOR	SIAP	R10
KTOR	SIAP	R28
KTPA	SIAP	H01LZ
KTPA	SIAP	H01RZ
KTPA	SIAP	I01L
KTPA	SIAP	I19L
KTPA	SIAP	I19R
KTPA	SIAP	L01L
KTPA	SIAP	L01R
KTPA	SIAP	L19L
KTPA	SIAP	L19R
KTPA	SIAP	R01LY
KTPA	SIAP	R01RY
KTPA	SIAP	R10
KTPA	SIAP	R19L
KTPA	SIAP	R19R
KTPA	SIAP	R28
KTPA	SID	BAYPO2
KTPA	SID	CROWD8
KTPA	SID	DORMR3
KTPA	SID	ENDED2
KTPA	SID	GANDY8
KTPA	SID	KNOST2
KTPA	SID	LGTNG5
KTPA	SID	TAMPA9
KTPA	STAR	BLFRG3
KTPA	STAR	DADES2
KTPA	STAR	MAATY5
KTPA	STAR	RAYZZ3
KTPF	SIAP	R22
KTPF	SIAP	R36
KTPF	STAR	DADES2
KTPF	STAR	RAYZZ3
KTPH	SIAP	R15
KTPH	SIAP	VOR-A
KTPL	SIAP	I16
KTPL	SIAP	L16
KTPL	SIAP	R16
KTPL	SIAP	R34
KTQE	SIAP	R15
KTQE	SIAP	R33
KTQH	SIAP	R17
KTQH	SIAP	R35
KTQK	SIAP	R17
KTQK	SIAP	R35
KTRI	SIAP	I05
KTRI	SIAP	I23
KTRI	SIAP	L05
KTRI	SIAP	L23
KTRI	SIAP	R05
KTRI	SIAP	R09
KTRI	SIAP	R23
KTRI	SIAP	R27
KTRK	SIAP	R11
KTRK	SIAP	R20
KTRK	SIAP	RNV-A
KTRK	SID	MOWGL2
KTRK	SID	TRUCK5
KTRL	SIAP	R18
KTRL	SIAP	R36
KTRM	SIAP	R30
KTRM	SIAP	R35
KTRM	SIAP	S30
KTRM	SID	MECCA1
KTRM	STAR	CLOWD1
KTRM	STAR	RDBUL1
KTRM	STAR	SBONO1
KTRM	STAR	SIZLR4
KTRX	SIAP	R18
KTRX	SIAP	R36
KTSO	SIAP	R07
KTTA	SIAP	I03-Y
KTTA	SIAP	I03-Z
KTTA	SIAP	L03-Y
KTTA	SIAP	L03-Z
KTTA	SIAP	R03
KTTA	SIAP	R21
KTTD	SIAP	RNV-A
KTTD	STAR	HELNS6
KTTD	STAR	OCITY3
KTTF	SIAP	R03
KTTF	SIAP	R21
KTTF	SID	BARII3
KTTF	SID	CCOBB3
KTTF	SID	CLVIN3
KTTF	SID	HHOWE4
KTTF	SID	KAYLN3
KTTF	SID	KZLOV2
KTTF	SID	LIDDS4
KTTF	SID	MIGGY3
KTTF	SID	PAVYL3
KTTF	SID	SNDRS3
KTTF	SID	TRMML4
KTTF	SID	ZETTR4
KTTF	STAR	FOREY2
KTTF	STAR	GIGGY2
KTTF	STAR	PETTE2
KTTF	STAR	RRALF3
KTTN	SIAP	H06-Y
KTTN	SIAP	H24-Y
KTTN	SIAP	I06
KTTN	SIAP	L06
KTTN	SIAP	R06-Z
KTTN	SIAP	R16
KTTN	SIAP	R24-Z
KTTN	SIAP	R34
KTTN	SIAP	VOR-A
KTTN	STAR	BUNTS3
KTTN	STAR	JIIMS4
KTTN	STAR	PAATS4
KTTS	SIAP	R15
KTTS	SIAP	R33
KTTS	STAR	BITHO7
KTUL	SIAP	D08
KTUL	SIAP	I18L
KTUL	SIAP	I18R
KTUL	SIAP	I36R
KTUL	SIAP	L18L
KTUL	SIAP	L18R
KTUL	SIAP	L36R
KTUL	SIAP	R08
KTUL	SIAP	R18L
KTUL	SIAP	R18R
KTUL	SIAP	R26
KTUL	SIAP	R36L
KTUL	SIAP	R36R
KTUL	SIAP	S26-Y
KTUL	SID	TUL1
KTUL	STAR	VINTA3
KTUP	SIAP	I36-Y
KTUP	SIAP	I36-Z
KTUP	SIAP	L36-Y
KTUP	SIAP	L36-Z
KTUP	SIAP	R18
KTUP	SIAP	R36
KTUP	SIAP	S18
KTUS	SIAP	H12-Y
KTUS	SIAP	H30-Y
KTUS	SIAP	I12
KTUS	SIAP	L12
KTUS	SIAP	R04
KTUS	SIAP	R12-Z
KTUS	SIAP	R22
KTUS	SIAP	R30-Z
KTUS	SIAP	S12
KTUS	SIAP	S30
KTUS	SID	BURRO5
KTUS	SID	TUS9
KTUS	SID	WLDKT4
KTUS	STAR	DINGO6
KTUS	STAR	ZONNA2
KTVB	SIAP	R21
KTVC	SIAP	I10
KTVC	SIAP	I28
KTVC	SIAP	L10
KTVC	SIAP	L28
KTVC	SIAP	R10
KTVC	SIAP	R18
KTVC	SIAP	R28
KTVC	SIAP	R36
KTVF	SIAP	I31
KTVF	SIAP	L31
KTVF	SIAP	R04
KTVF	SIAP	R13
KTVF	SIAP	R22
KTVF	SIAP	R31
KTVI	SIAP	R04
KTVI	SIAP	R22
KTVK	SIAP	R16
KTVK	SIAP	R34
KTVL	SIAP	R18
KTVL	SIAP	X18
KTVL	SID	EDGGE1
KTVL	SID	RICHY7
KTVR	SIAP	R18
KTVR	SIAP	R36
KTVY	SIAP	I17
KTVY	SIAP	L17
KTVY	SIAP	R17
KTVY	SID	STACO2
KTWF	SIAP	D08
KTWF	SIAP	I26
KTWF	SIAP	L26
KTWF	SIAP	R08
KTWF	SIAP	R26
KTWF	SID	SNAKO3
KTWM	SIAP	R06
KTWM	SIAP	R24
KTWT	SIAP	R01
KTWT	SIAP	R19
KTXK	SIAP	I22
KTXK	SIAP	L22
KTXK	SIAP	R04
KTXK	SIAP	R13
KTXK	SIAP	R22
KTXK	SIAP	R31
KTXK	SIAP	S13
KTXW	SIAP	R14
KTXW	SIAP	VOR-A
KTYL	SIAP	R21
KTYL	SID	CAMBA4
KTYQ	SIAP	I36
KTYQ	SIAP	L36
KTYQ	SIAP	R18
KTYQ	SIAP	R36
KTYQ	SIAP	S18
KTYQ	SID	DAWNN1
KTYQ	SID	MAREO1
KTYQ	SID	MEARZ7
KTYQ	SID	OOM5
KTYQ	SID	ROCKY1
KTYQ	STAR	CLANG1
KTYQ	STAR	RACYR6
KTYR	SIAP	I04
KTYR	SIAP	L04
KTYR	SIAP	R04
KTYR	SIAP	R13
KTYR	SIAP	R18
KTYR	SIAP	R22
KTYR	SIAP	R31
KTYR	SIAP	R36
KTYS	SIAP	I05L
KTYS	SIAP	I23L
KTYS	SIAP	I23R
KTYS	SIAP	L05L
KTYS	SIAP	L23L
KTYS	SIAP	L23R
KTYS	SIAP	R05L
KTYS	SIAP	R05R
KTYS	SIAP	R23L
KTYS	SIAP	R23R
KTYS	SIAP	S23R
KTZR	SIAP	R04
KTZR	SIAP	R22
KTZR	STAR	CBUSS2
KTZR	STAR	CLPRR3
KTZR	STAR	DUBLN1
KTZR	STAR	SCRLT2
KTZT	SIAP	R18
KTZT	SIAP	R36
KTZV	SIAP	R04
KTZV	SIAP	R22
KUAO	SIAP	L17
KUAO	SIAP	R17
KUAO	SIAP	R35
KUAO	SID	GLARA2
KUAO	SID	GNNET2
KUAO	SID	UBG2
KUAO	STAR	HELNS6
KUBE	SIAP	R09
KUBE	SIAP	R27
KUBS	SIAP	R18
KUBS	SIAP	R36
KUBS	SIAP	VOR-A
KUBX	SIAP	R01
KUBX	SIAP	R19
KUCP	SIAP	R05
KUCP	SIAP	R23
KUCY	SIAP	I01
KUCY	SIAP	L01
KUCY	SIAP	R01
KUCY	SIAP	R19
KUDD	SIAP	R10
KUDD	SIAP	R28
KUDD	SIAP	VOR-C
KUDD	STAR	CLOWD1
KUDD	STAR	RDBUL1
KUDD	STAR	SBONO1
KUDD	STAR	SIZLR4
KUDG	SIAP	R05
KUDG	SIAP	R23
KUDG	SIAP	VOR-A
KUES	SIAP	I10
KUES	SIAP	L10
KUES	SIAP	R10
KUES	SIAP	R28
KUES	SIAP	VOR-A
KUES	SID	ACCRA5
KUES	SID	UECKR6
KUES	STAR	GOPAC3
KUGN	SIAP	I23
KUGN	SIAP	L23
KUGN	SIAP	R05
KUGN	SIAP	R23
KUGN	SID	JORJO5
KUGN	SID	MONKZ5
KUGN	STAR	GOPAC3
KUIN	SIAP	R04
KUIN	SIAP	R13
KUIN	SIAP	R22
KUIN	SIAP	R31
KUKF	SIAP	I01-Y
KUKF	SIAP	I01-Z
KUKF	SIAP	L01-Y
KUKF	SIAP	L01-Z
KUKF	SIAP	R01
KUKF	SIAP	R19
KUKI	SIAP	L15
KUKI	SIAP	R15
KUKI	SIAP	RNV-B
KUKI	SIAP	VOR-A
KUKI	SID	RONHU2
KUKI	SID	RYPAX2
KUKL	SIAP	R18
KUKL	SIAP	R36
KUKT	SIAP	R11
KUKT	SIAP	R29
KULM	SIAP	R15
KULM	SIAP	R33
KULS	SIAP	R12
KULS	SIAP	R17
KULS	SIAP	R30
KULS	SIAP	R35
KUMP	SIAP	R15
KUMP	SIAP	R33
KUMP	SIAP	S33
KUMP	SID	DAWNN1
KUMP	SID	MAREO1
KUMP	SID	MEARZ7
KUMP	SID	OOM5
KUMP	SID	ROCKY1
KUMP	STAR	CLANG1
KUMP	STAR	RACYR6
KUNI	SIAP	R07
KUNI	SIAP	R25
KUNO	SIAP	R18
KUNO	SIAP	R36
KUNU	SIAP	R02
KUNU	SIAP	R08
KUNU	SIAP	R20
KUNU	SIAP	R26
KUNV	SIAP	I24
KUNV	SIAP	L24
KUNV	SIAP	R06
KUNV	SIAP	R24
KUOX	SIAP	L09-Y
KUOX	SIAP	L09-Z
KUOX	SIAP	R09
KUOX	SIAP	R27
KUSE	SIAP	R09
KUSE	SIAP	R27
KUSW	SIAP	R10
KUSW	SIAP	R28
KUTA	SIAP	I35
KUTA	SIAP	L35
KUTA	SIAP	R17
KUTA	SIAP	R35
KUTS	SIAP	R18
KUTS	SIAP	VDM-A
KUUU	SIAP	R16
KUUU	STAR	WIPOR4
KUUV	SIAP	R06
KUUV	SIAP	R24
KUVA	SIAP	R33
KUWL	SIAP	R10
KUWL	SIAP	R28
KUXL	SIAP	R15
KUXL	SIAP	R33
KUYF	SIAP	R09
KUYF	SIAP	R27
KUZA	SIAP	I02
KUZA	SIAP	L02
KUZA	SIAP	R02
KUZA	SIAP	R20
KUZA	SID	BARMY6
KUZA	SID	BEAVY7
KUZA	SID	BOBZY6
KUZA	SID	ESTRR6
KUZA	SID	ICONS6
KUZA	SID	JOJJO6
KUZA	SID	KER5
KUZA	SID	KILNS6
KUZA	SID	KNI4
KUZA	SID	KRITR7
KUZA	SID	KWEEN6
KUZA	SID	LILLS4
KUZA	SID	WEAZL6
KUZA	STAR	JOOLS2
KUZA	STAR	LIINN3
KUZA	STAR	MAJIC4
KUZA	STAR	RASLN3
KVAY	SIAP	R08
KVAY	SIAP	R26
KVAY	SIAP	S26
KVAY	STAR	WAALK2
KVBT	SIAP	R18
KVBT	SIAP	R36
KVBT	SID	BENTN7
KVBW	SIAP	R15
KVBW	SIAP	R33
KVCB	SIAP	R20
KVCB	SIAP	VOR-A
KVCB	SID	SOKOY3
KVCT	SIAP	I13
KVCT	SIAP	L13
KVCT	SIAP	R13
KVCT	SIAP	R31
KVCT	SIAP	S13
KVCT	SIAP	S31
KVCV	SIAP	R03
KVCV	SIAP	R17
KVCV	SIAP	R21
KVCV	SIAP	R35
KVDF	SIAP	I23
KVDF	SIAP	L23
KVDF	SIAP	R05
KVDF	SIAP	R18
KVDF	SIAP	R23
KVDF	STAR	DADES2
KVDF	STAR	MAATY5
KVDF	STAR	RAYZZ3
KVDI	SIAP	I25
KVDI	SIAP	L25
KVDI	SIAP	R07
KVDI	SIAP	R25
KVEL	SIAP	R35-Y
KVEL	SIAP	R35-Z
KVEL	SIAP	S35
KVER	SIAP	R18
KVER	SIAP	R36
KVER	SIAP	VOR-A
KVES	SIAP	R09
KVES	SIAP	R27
KVGC	SIAP	R17
KVGC	SIAP	R35
KVGT	SIAP	I12L
KVGT	SIAP	L12L
KVGT	SIAP	R12R
KVGT	SID	BLD1
KVGT	SID	NOTWN5
KVGT	STAR	FLCHR1
KVGT	STAR	NTNDO1
KVGT	STAR	WYLND1
KVHN	SIAP	R21
KVIH	SIAP	D04
KVIH	SIAP	R04
KVIH	SIAP	R22
KVIH	SIAP	S22
KVIQ	SIAP	R10
KVIQ	SIAP	R28
KVIS	SIAP	I30
KVIS	SIAP	L30
KVIS	SIAP	R12
KVIS	SIAP	R30
KVJI	SIAP	R06
KVJI	SIAP	R24
KVKS	SIAP	R01
KVKS	SIAP	R19
KVKX	SIAP	R06
KVKX	STAR	TIKEE4
KVLA	SIAP	R18
KVLA	SIAP	R36
KVLD	SIAP	I36
KVLD	SIAP	L36
KVLD	SIAP	R04
KVLD	SIAP	R18
KVLD	SIAP	R36
KVLL	SIAP	R10
KVLL	SID	BARII3
KVLL	SID	CCOBB3
KVLL	SID	CLVIN3
KVLL	SID	HHOWE4
KVLL	SID	KAYLN3
KVLL	SID	KZLOV2
KVLL	SID	LIDDS4
KVLL	SID	MIGGY3
KVLL	SID	PAVYL3
KVLL	SID	SNDRS3
KVLL	SID	TRMML4
KVLL	SID	ZETTR4
KVLL	STAR	FOREY2
KVLL	STAR	OKLND1
KVLL	STAR	PETTE2
KVLL	STAR	RRALF3
KVMR	SIAP	R12
KVMR	SIAP	R30
KVNC	SIAP	R05
KVNC	SIAP	R13
KVNC	SIAP	R23
KVNC	SIAP	R31
KVNC	SID	TIDES1
KVNC	STAR	BANGZ2
KVNC	STAR	LUBBR4
KVNC	STAR	RAYZZ3
KVNW	SIAP	R09
KVNW	SIAP	R27
KVNY	SIAP	I16RY
KVNY	SIAP	I16RZ
KVNY	SIAP	LDA-C
KVNY	SIAP	VOR-A
KVNY	SIAP	VOR-B
KVNY	SID	CANOG3
KVNY	SID	HARYS5
KVNY	SID	HAYEZ9
KVNY	SID	NUAL2
KVNY	SID	RSCO4
KVNY	SID	VVERA2
KVNY	SID	WLKKR5
KVNY	STAR	FERN7
KVNY	STAR	IVINS2
KVNY	STAR	JANNY5
KVNY	STAR	LYNXX8
KVNY	STAR	THRNE4
KVNY	STAR	WEESL1
KVPC	SIAP	R01
KVPC	SIAP	R19
KVPC	SIAP	VOR-A
KVPC	STAR	BOKRT3
KVPC	STAR	BUKHD3
KVPC	STAR	DEHAN3
KVPC	STAR	SWTEE2
KVPC	STAR	WRGNZ3
KVPZ	SIAP	R09
KVPZ	SIAP	R18
KVPZ	SIAP	R27
KVQQ	SIAP	I36R
KVQQ	SIAP	L36R
KVQQ	SIAP	R09R
KVQQ	SIAP	R18L
KVQQ	SIAP	R27L
KVQQ	SIAP	R36R
KVQQ	SIAP	S27L
KVQQ	STAR	ALCRN1
KVQQ	STAR	HOTAR1
KVQQ	STAR	POGIE2
KVQQ	STAR	QUBEN2
KVRB	SIAP	R04
KVRB	SIAP	R12R
KVRB	SIAP	R22
KVRB	SIAP	R30L
KVSF	SIAP	L05
KVSF	SIAP	R05
KVTA	SIAP	L09
KVTA	SIAP	R09
